hopcount,size,stations
1,2,APN BSKS 
2,3,BDG LDL WADN 
3,3,LEDN WAD WD 
4,15,AMF ASD BKL DVNK GV GVC HAD HFD LAA SHL SSH UT VH VTN WADT 
5,30,AC AH AMFS APD ASB ASDL ASDZ ASS DB DT DV ED GD GVMW HIL HLM HT HVL KLP MAS NKK NS NVP UTM UTO UTT UTVR UTZL VST ZL 
6,58,AHP AHZ ALM AML APDM APDO ASHD ASN AVAT BHV BLL BNK BNN DL DR DTCP DVC DVD EDC EHV EST GDG GVM HD HDE HGV HLMS HN HNO HOR HTO HVSP KPNZ LLZM MP MRN NM NWK O OST OVN PMR PT RAI RAT RSW RTA RTD UTLN UTLR VB VG WF WV ZD ZLSH ZP ZV 
7,61,AHPR AKM ALMB ALMO ALMP AMRI ASA BD BL BMN BNC BTL CPS DDR DID DLD DMNZ EML GN GP HM HMBV HNK HON HR HRN HTN HVS HWZB KBK KPN KZ LC LLS LW NMGO NMH NML NVD OMN OTB PMO RS RSD RTB RTN RVS SDM SPTZ SWK TWL VD VNDW VZ WH WT WTV WZ ZDK ZTMO ZVT 
8,57,ASDM BET BGN BN BNZ DA DDRS DDZD DEI DN DRON DVN ETN FN FWD GERP GNN GO GW GZ HDB HDG HKS HMBH HMH HTNC HVSM HZE LWC MG MMLH MRB NDB NMD OT OW PMW RL RM RSN RTZ SKND SPTN STZ SWD TB VEM VNDC VP WC WL WP YPB ZH ZLW ZTM ZZS 
9,44,AMPO ASSP BDM BDPB BF BKG BP BSMZ CK CL CO DDN DRH DRP DTCH DWE EC EHS GBG GK GS HLG HRT KRG KW LTN LTV MZ RB RH RHN RLB RTST SDA SDTB SK SM ST STD TBR VHP WDN WSM ZVB 
10,33,ALMM ARN BKF BMR BR BRD BV BZL DLN DMN DTC EMNZ GDM GLN HGLG HLGH HRL IJT KBD LUT MDB MT MTH ODB RV SD SDT SRN STM TBU UST WFM WS 
11,28,APG BK BRN BSD EKZ EMN GDR GND HBZM HGL HGZ HK HRLW LG LP MTN MTR NSCH SBK TPSW UHZ VL VLB VS VSS WK ZBM ZWD 
12,24,BDE BHDV DZ DZW EDN EGH EGHM ES ESK HGLO HNP LDM MES ODZ SN TBG TG TL UHM UTG VDL VRY WR ZB 
13,14,CAS CVM ESE GR KMA KMR KMW KTR LEER NH RD SGL VDM VSV 
14,12,AKL AMR ATN EEM GBR HB HLO KRD OP SOG STV WM 
15,4,AMRN HMN VK WW 
16,3,HWD WWW ZA 
17,2,OBD SGN 
18,1,ANA 
19,1,HDRZ 
20,1,HDR 
