hopcount,size,stations
1,2,HTO OW 
2,2,HT O 
3,7,EHV NM RVS TB UT VG ZBM 
4,26,AH AMF ASA ASB ASD BD BTL DVD EST GD GDG GDM GP HM HMBV MAS NMH NML TBU UTLR UTM UTO UTZL WC WD WT 
5,48,AHP AHZ AMFS ASDM ASDZ ASHD ASS BDG BDPB BET BHV BKL BSD CL DMNZ DN DR ED ETN GV GVC HLM HMBH HMH HOR HVL HVSP HZE LLZM MMLH NKK NMD NS NWK OT OTB RAI RM RSD RTA SHL TBR TPSW UTT VB WADT ZA ZV 
6,48,AC AHPR APN ASDL ASSP AVAT BGN BLL BMN CK CPS DID DLD EC EDC EHS GVMW GZ HAD HD HDE HFD HMN HN HRT HTNC HVS HWZB KLP LAA LDM MZ NMGO ODB OVN PMR PT SM STD TL VTN WAD WF WTV ZD ZLW ZP ZTMO 
7,45,AKL APD BMR BR BSK CAS DDZD DMN DV DVN EML GLN GS HLMS HNK HRL HTN HVSM KRG KTR KZ LC LDL LTN LUT MT NDB NVP PMO RB RV SPTZ SRN STZ VD VEM VP WADN WL WZ YPB ZDK ZTM ZVB ZVT 
8,38,AML AMPO AMR APDO ARN BK BNZ BSKS BSMZ BZL DTCH DVC GO GR HKS HLO HRLW KBD KBK LEDN LG MDB MTN MTR OP OST PMW RH RL SBK SPTN ST TWL UTLN VL VLB WP ZZS 
9,31,ALMM AMRI AMRN APDM BDE BHDV BKG BNC DDN DRH DTC DVNK EDN EGH EGHM HON LTV MES SD SN SSH TG UTVR VDL VH VRY VS VSS VZ WH WM 
10,19,ALM BKF BNK BNN BRN CVM DA GDR GND HGLG HIL HWD KMA KMR NH RSN SGL VST ZL 
11,28,ALMB ALMO ALMP ASN DB DL EKZ GVM HB HBZM HGL HGV HNO KPNZ KRD LLS MP OBD RAT SDT SGN SOG TBG UTG VHP WDN WV ZLSH 
12,23,AKM ANA BL BN DRON ES ESK GN HGLO HK HR HRN KPN LW MRB MRN NVD ODZ OMN SDTB SWK VK VSV 
13,19,ATN BV DDRS DEI ESE FN FWD GERP GNN GW HDB HDG HDRZ LWC MG SKND SWD VNDW ZH 
14,18,BDM BF BP CO DDR DRP DWE GBG GBR GK HDR HLG KW SDA SK VNDC WSM WW 
15,14,DLN EMNZ HLGH IJT MTH RHN RTB RTD STM UST WFM WS WWW ZWD 
16,12,APG BRD DT DTCP EMN HGZ LP NSCH RTN SDM UHZ WK 
17,8,DZ DZW HNP RLB RSW UHM WR ZB 
18,6,KMW LEER RD RTST RTZ VDM 
19,2,EEM STV 
