hopcount,size,stations
1,2,OST ZL 
2,16,ALMO AMFS ASN DL DV HD HGV HNO KPNZ LLS MP NS RAT WV WZ ZLSH 
3,22,AKM ALM ALMB AMF AML APD BL DRON DVC EML GN HDE HR HRN KPN LW NKK NVD OMN SWK TWL ZP 
4,34,ALMM ALMP AMRI APDM APDO AVAT BMN BRN DEI DLD DR FN FWD GERP GNN GW HDB HDG HGL HON HVL HVS LC LWC MG MRB PT SKND SWD UT VD VEM WD ZH 
5,45,AH AMPO ASD BDG BDM BF BHV BN BNN BP CO DB DRP DVD DWE ES ESK GBG GD GDG GK GO HGLG HGLO HLG HVSM HVSP KBK KW MAS NDB ODZ RH RL RSN SD SDA SK STZ UTLR UTM UTVR UTZL VHP WSM 
6,47,AHZ APN ASA ASB ASDZ ASS BKL BNC BNK BSMZ DA DDN DLN ED EMNZ ESE EST GV GVC HLGH HLM HOR IJT LLZM LTV MRN MTH NM NWK OTB RAI RTA RTD ST STM UST UTLN UTO UTT VB VP WADT WC WDN WFM WP WS 
7,48,AC AHPR APG ASDL ASHD BLL BSK CPS DMN DMNZ DT DTCP EDC EMN GBR GVMW HAD HGZ HN HTN HWZB KLP LAA LDL LP NMGO NMH NML NSCH O OVN PMR RTB RTN RVS SDM SHL UHZ VNDW VTN VZ WAD WF WK WWW ZA ZD ZTMO 
8,34,AHP ASSP BSKS CAS DZ DZW HFD HIL HLMS HMN HNK HNP HT HTNC KZ LEDN LTN MMLH NMD OW PMO RSW RTZ SPTZ UHM VNDC WADN WR WW YPB ZB ZDK ZTM ZVT 
9,27,AMR ASDM ATN BNZ CK CL DVNK EHV HKS HLO KMW LEER NVP OP PMW RD RHN RLB RS RTST SPTN TB VDM VG VH WTV ZZS 
10,21,AMRN BD BKG BMR BRD BTL DRH DVN EEM GP HM HMBV HTO KTR SSH STV TBU VST VSV WM WT 
11,16,BDPB BET BKF ETN GVM HMBH HMH HWD HZE KMA OT RSD TBR TL VLB ZV 
12,13,BGN DID EHS EKZ GZ MZ OBD ODB SGN TPSW UTG VRY ZLW 
13,9,ANA BR GDM GS HK KRG RB WL ZVB 
14,11,ARN BSD BV BZL DTCH HDRZ HRT KBD MDB VL ZBM 
15,7,DN DTC HDR LDM TG VS VSS 
16,3,AKL GDR RV 
17,3,GR SM TBG 
18,2,BHDV RM 
19,3,EC GND STD 
20,7,GLN HBZM HRL LUT MT SDT SRN 
21,7,BK HRLW LG MTN MTR SBK SDTB 
22,8,BDE DDRS EDN EGH EGHM MES SN VDL 
23,5,CVM DDR KMR NH SGL 
24,5,DDZD HB KRD SOG ZWD 
25,1,VK 
