hopcount,size,stations
1,2,ASDZ DVD 
2,7,ALM ASA ASB DMNZ HVS SHL UT 
3,28,AH ALMB ALMO ALMP AMF ASD ASDM ASHD BRN DB ED GD GDG GVC HFD HT HVSP KLP LEDN LLS MAS RTD UTLR UTM UTO UTVR WD WP 
4,52,AC AHP AHZ AMFS AMPO APD ASS ASSP BDG BHV BKL BNK DDR DR DRON DV DVNK EHV EST GV HGV HLM HOR HTO HVL LAA LDL MRN NDB NKK NM NS NVP NWK O RSD RTA RTB RTN SD TB UTLN UTT UTZL VB VG VH WF WV ZL ZTM ZV 
5,66,AHPR ALMM AML APDM APDO APN ASDL ASN AVAT BD BGN BL BLL BNN BSMZ BTL CPS DDRS DDZD DID DL DLD DMN DT DVC GP GVMW HAD HD HDE HM HMBV HN HNO HR HTN HWZB KPNZ LW MP NMGO NMH NML OST OTB OVN PMR PT RAT RS RTZ RVS SSH ST TBU VNDW VST VTN WT WTV YPB ZD ZLSH ZLW ZP ZTMO 
6,69,AKM AMRI BDPB BET BMN BNC BSK CAS DEI DN DTCP DVN EML ETN FN FWD GN GS GVM GW HDG HIL HLMS HMBH HMH HNK HON HRN HTNC HVSM HZE KBK KPN KRG KZ LC LLZM LWC MG MMLH NMD NVD OMN OT OW PMO RB RLB RM RSW RTST SDM SKND SPTZ STZ SWK TBR TWL VD VNDC VP VZ WC WH WL WZ ZDK ZVB ZVT 
7,43,AMR ARN BN BNZ BP BRD BSKS BZL CK CL DA DRP DTCH DWE EC EHS GERP GNN GO GZ HDB HKS HLG HLO HRT KBD MDB MRB MZ ODB PMW RH RHN RL RSN SK SM SPTN STD SWD VEM ZH ZZS 
8,33,AMRN BDM BF BKG BMR BR CO DDN DRH DTC GBG GDM GK GLN HLGH HRL IJT KW LTN LTV LUT MT RV SDA SRN VHP VS VSS WADN WDN WM WSM ZWD 
9,27,BK BKF BSD DLN EDC EMNZ GDR HGLG HRLW HWD KMA LG MTH MTN MTR SBK STM TPSW UST VL VLB WAD WFM WK WS WWW ZBM 
10,26,APG BDE EDN EGH EGHM EKZ EMN HGL HGZ HNP LDM LP MES NSCH OBD SGN SN TBG TG TL UHZ UTG VDL VRY WADT WW 
11,19,AKL ANA CVM DZ DZW ES ESK HGLO HK KMR KMW KTR NH ODZ SGL UHM VSV WR ZB 
12,13,ATN BV ESE GR HB HDRZ KRD LEER OP RD SOG STV VDM 
13,6,BHDV EEM GBR HDR HMN VK 
14,2,GND ZA 
15,2,HBZM SDT 
16,1,SDTB 
