hopcount,size,stations
1,2,DLD ST 
2,3,AMF BHV SD 
3,9,AMFS APD BRN DV HVL NKK NS UTO ZL 
4,22,AML APDM APDO ASN AVAT BNN DL DVC HD HDE HGV HNO HVS KPNZ MP OST PT RAT UT WV ZLSH ZP 
5,38,AKM AMRI ASD BL BMN BNC DB DVD EML GD GDG GN HON HR HRN HT HVSM HVSP KBK KLP KPN LC LW MAS NDB NVD OMN SWK TWL UTLR UTM UTVR UTZL VD VZ WD WH WZ 
6,50,AMPO ASA ASB ASDZ ASS BDG BKL BN BNK BNZ BSMZ DA DEI EHV FN FWD GERP GNN GO GV GVC GW HDB HDG HLM HOR HTO LLZM LWC MG MRB MRN NWK O RAI RL RSN RTA RTD SKND SWD TB UTLN UTT VB VEM VG WADT WP ZH 
7,55,AC ALMM APN ASDL ASHD BD BDM BF BLL BP BTL CO CPS DDN DMN DMNZ DRP DT DTCP DWE GBG GK GP GVMW HAD HLG HM HMBV HN HTN HWZB KW LAA LTN LTV OVN PMR RS RTB RTN RVS SDA SDM SHL SK TBU VHP VNDW VTN WAD WDN WSM WT ZD ZTMO 
8,44,ALM ASSP BDPB BET BSK CAS DLN DN EDC EMNZ ETN HFD HGLG HIL HLGH HLMS HMBH HMH HNK HTNC HZE IJT KZ LDL MTH OT OW PMO RM RSW RTZ SPTZ STM TBR UST VNDC WADN WFM WS WWW YPB ZDK ZTM ZVT 
9,35,ALMB ALMO ALMP AMR APG ASDM BSKS CL EC ED EHS EMN GZ HGL HGZ HKS HLO HRT LEDN LLS LP MZ NSCH NVP PMW RHN RLB RTST SM SPTN STD UHZ WK WW ZZS 
10,27,AH AMRN BKG BRD DRH DRON DVNK DZ DZW ES ESK GDM GLN HGLO HNP HRL LUT MT ODZ SRN SSH UHM VH WF WM WR ZB 
11,27,AHP AHZ BK BKF BSD DR ESE EST HRLW HWD KMA KMW LEER LG MTN MTR NM OTB RD SBK TPSW VDM VST WC ZBM ZV ZWD 
12,23,AHPR BDE DID EDN EEM EGH EGHM EKZ GBR GVM LDM MES NMGO NMH NML OBD SGN SN STV TL UTG VDL WTV 
13,13,AKL ANA CVM DVN HK KMR KTR MMLH NH NMD SGL VP WL 
14,10,BV CK DTCH GR HB HDRZ KRD OP RH SOG 
15,6,BHDV BMR DTC HDR HMN VK 
16,4,GDR GND VLB ZA 
17,4,HBZM SDT TBG VRY 
18,3,BR SDTB VSV 
19,3,ATN DDRS VL 
20,2,DDR TG 
21,4,DDZD RSD RV ZLW 
22,2,BGN ZVB 
23,4,GS KRG ODB RB 
24,4,ARN BZL KBD MDB 
25,2,VS VSS 
