hopcount,size,stations
1,4,DN EHV HMBH HMH 
2,8,BD EHS GP HMBV HRT HT TB WT 
3,13,BDPB BET BR DDR ETN HTO HZE O RSD RTD TBU UT ZBM 
4,33,AMF ASA ASB ASD BGN BTL DDRS DT DTCP DVD GD GDG GDM MAS MZ NM ODB RS RTA RTB RTN RVS SDM TBR UTLR UTM UTO UTZL VL VRY WD ZLW ZWD 
5,46,AH AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BRD BSD CL CPS DDZD DMNZ EST GS GV GZ HLM HOR HVL HVSP KRG LLZM NKK NMH NML NS NWK OT OW RAI RB RSW SDTB SHL TG TPSW UTT VG VLB WADT WC ZL ZVB 
6,51,AC AHP AHZ APN ARN ASDL ASN ASSP AVAT BLL BMR BNN BZL DL DLD DR ED GVC GVMW HAD HD HDE HFD HGV HN HNO HTNC HVS HWZB KBD KPNZ LAA LDM MDB MP NMD OTB OVN PMR PT RAT RLB RV TL VTN WAD WV ZD ZLSH ZTMO ZV 
7,49,AHPR AKL AKM BL BMN BNC BSK CAS CK DID DMN EDC EML GN GVM HLMS HNK HR HRN HTN HVSM KPN KTR KZ LDL LW NDB NMGO NVP OMN PMO RTST RTZ SM SPTZ STZ SWK VB VS VSS WADN WF WTV WZ YPB ZDK ZP ZTM ZVT 
8,39,AMPO AMR APD BNZ BSKS BSMZ DEI DV DVN FN FWD GERP GNN GR GW HDG HKS HLO LC LEDN LTN LWC MG MMLH OP PMW RM SKND SPTN ST SWD UTLN VD VEM VP WL WP ZH ZZS 
9,35,ALMM AML AMRN APDO BDM BF BHDV BKG BP DRH DRP DTCH DVC DVNK DWE EC GK GO HLG HMN KBK KW OST RH RL SD SDA SK SSH STD TWL UTVR VH WM WSM 
10,30,ALM AMRI APDM BKF BNK BRN DDN DTC GLN GND HIL HLGH HON HRL HWD IJT KMA LTV LUT MT MTH SRN STM UST VST VZ WFM WH WS ZA 
11,27,ALMB ALMO ALMP APG BK DA DB EKZ GDR HBZM HGLG HGZ HRLW LG LLS LP MTN MTR NSCH OBD RSN SBK SDT SGN UHZ UTG WK 
12,22,ANA BDE DRON DZ DZW EDN EGH EGHM HGL HK HNP KLP MES MRN SN TBG UHM VDL VHP WDN WR ZB 
13,19,BN BV CVM ES ESK HDRZ HGLO KMR KMW LEER MRB NH NVD ODZ RD SGL VDM VNDW VSV 
14,10,ATN EEM ESE HB HDB HDR KRD SOG STV VNDC 
15,6,CO GBG GBR RHN VK WW 
16,3,DLN EMNZ WWW 
17,1,EMN 
