hopcount,size,stations
1,4,AMR HLO UTG ZD 
2,5,AMRN ASS HK KMA ZDK 
3,8,ASD ASDL BV HWD HWZB PMW SHL WM 
4,13,ALM ASA ASB ASDM ASDZ DRH HFD HVS OBD PMR SGN UT ZZS 
5,26,AC ALMB ALMO ALMP AMF ANA ASHD ASSP BRN DB DVD HN HT HVSP KLP KZ LLS MAS NVP PMO SPTN UTLR UTM UTO UTVR WD 
6,31,AMFS APD BHV BKL BNK DMN DMNZ DRON DV EHV HDRZ HGV HNK HOR HTO HVL MRN NKK NS O RAI SD SPTZ SSH TB UTLN UTT UTZL VG WV ZL 
7,37,AML APDM APDO ASN AVAT BL BLL BNN BTL DL DVC GP HD HDE HDR HKS HM HMBV HNO HR HTN KPNZ LW MP OST PT RAT RS RVS ST TBU VNDW VTN WP WT ZLSH ZP 
8,44,AKM AMPO AMRI BET BKG BMN BNC DEI DN EML FN FWD GN GW HDG HLM HMBH HMH HON HRN HTNC HZE KBK KPN LC LWC MG NDB NVD OMN OT OW RM SKND STZ SWK TBR TWL VD VNDC VZ WC WH WZ 
9,34,ALMM BKF BN BNZ BP BSMZ CL DA DLD DRP DWE EC EHS GERP GNN GO GZ HAD HDB HLG HLMS HRT MRB MZ OVN RHN RL RSN SK SM STD SWD VEM ZH 
10,28,BDM BF BR CO DDN EKZ GBG GDM GK GLN HIL HLGH HRL HVSM IJT KW LEDN LTN LTV LUT MT RV SDA SRN VHP WDN WSM ZVT 
11,27,BK BSD DLN DVNK EDC EMNZ GV GVC HGLG HRLW LAA LDL LG MTH MTN MTR SBK STM TPSW UST VH VL WFM WK WS WWW ZBM 
12,26,APG APN BDE DT ED EDN EGH EGHM EMN GVMW HGL HGZ HNP LDM LP MES NSCH SN TG TL UHZ VB VDL VST WW ZTM 
13,27,AH AKL BDG BSK CVM DTCP DZ DZW ES ESK GVM HGLO KMR KMW KTR NH ODZ RSW RTD SDM SGL UHM WF WR YPB ZB ZTMO 
14,24,AHP AHZ BD BSKS DDR DR ESE EST GR HB KRD LEER LLZM NM OP OTB RD RSD RTB RTN SOG STV VDM ZV 
15,18,AHPR BGN BHDV DDRS DDZD DID EEM ETN GBR HMN NMGO NMH NML RTZ VK WADN WTV ZLW 
16,15,BDPB DVN GS KRG MMLH NMD RB RLB RTST SDTB VP WAD WL ZA ZVB 
17,11,ARN BRD BZL CK DTCH KBD MDB ODB RH SDT WADT 
18,8,BMR DTC GD GND HBZM VS VSS ZWD 
19,5,GDG GDR NWK RTA VLB 
20,3,CPS TBG VRY 
21,1,VSV 
22,1,ATN 
