hopcount,size,stations
1,3,BHDV HBZM SDT 
2,2,GR SDTB 
3,2,AKL DDRS 
4,2,DDR LDM 
5,8,BD BSD DDZD RSD RTB RTD ZLW ZWD 
6,15,BDPB BGN BRD DT DTCP ETN GD GDM GZ RTA RTN SDM SHL TB ZVB 
7,16,CL CPS GDG GS GV KRG LLZM ODB OT RB RLB RSW TBR TPSW WADT ZBM 
8,17,ARN BZL GVC GVMW HT HTNC KBD LAA LEDN MDB NWK RTST RTZ TBU TL WAD WD 
9,17,EHV GVM HAD HFD HTN HTO KTR LDL O SSH VB VG VH VS VSS WADN ZTM 
10,16,BSKS BTL GP HIL HLM HM HMBV NVP OP RS RVS UTLN VST WT YPB ZTMO 
11,15,BET BLL BSK DN DVNK HLMS HMBH HMH HMN HZE OVN OW RM UTVR WC 
12,13,APN BNK EC EHS HRT HWZB MZ SM SPTZ STD UT ZA ZVT 
13,21,AMF ASA ASB ASD BDG BR DB DVD EST GLN HRL LUT MAS MT RV SPTN SRN UTLR UTM UTO UTZL 
14,32,AH AHZ AMFS APD ASDM ASDZ ASHD ASS BHV BK BKL DMNZ DRH ED HOR HRLW HVL HVSP KLP LG MRN MTN MTR NKK NM NML NS RAI SBK UTT VL ZL 
15,42,AC AHP APDM APDO ASDL ASN ASSP AVAT BDE BNN BV DL DLD DR EDC EDN EGH EGHM HD HDE HGV HN HNO HVS KPNZ MES MP NMGO NMH OTB PMR PT RAT SN TG VDL VNDW VTN WV ZD ZLSH ZV 
16,36,AHPR AKM BL BMN BNC CVM DID DMN EML GN HK HNK HR HRN HVSM KMR KPN KZ LTN LW MMLH NDB NH NMD OMN PMO SGL STZ SWK TWL VNDC WF WTV WZ ZDK ZP 
17,35,AMPO BNZ BSMZ CK DEI DV DVN FN FWD GERP GNN GW HB HDB HDG HKS KRD LC LWC MG MRB PMW RHN SKND SOG ST SWD UTG VD VEM VP WL WP ZH ZZS 
18,29,ALMM AML BDM BF BKG BMR BP CAS CO DRP DTCH DVC DWE GBG GK GO HLG KBK KW OST RH RL SD SDA SK VHP VK WM WSM 
19,23,ALM AMR AMRI BKF BRN DDN DLN DTC EMNZ HLGH HLO HON IJT KMA LTV MTH STM UST VLB VZ WFM WH WS 
20,18,ALMB ALMO ALMP AMRN APG DA EKZ EMN GDR HGLG HGZ LLS LP NSCH RSN UHZ VRY WK 
21,11,DRON DZ DZW HGL HNP HWD TBG UHM WDN WR ZB 
22,13,BN ES ESK HGLO KMW LEER NVD OBD ODZ RD SGN VDM VSV 
23,5,ANA ATN EEM ESE STV 
24,3,GBR HDRZ WW 
25,2,HDR WWW 
