hopcount,size,stations
1,2,DRH HK 
2,2,SPTN UTG 
3,3,CAS KMA SPTZ 
4,4,AMR BLL HLO WM 
5,3,AMRN HLM ZZS 
6,5,HAD HLMS HWD KZ OVN 
7,7,HIL HWZB LEDN OBD SGN ZD ZVT 
8,11,ANA ASS DVNK GV GVC HN LAA LDL SSH VH ZDK 
9,12,APN ASD ASDL DT GVMW HDRZ HNK PMW SHL VB VST ZTM 
10,20,ALM ASA ASB ASDM ASDZ BDG BSK DTCP GVM HDR HFD HKS HVS PMR RSW RTD SDM UT YPB ZTMO 
11,30,AC ALMB ALMO ALMP AMF ASHD ASSP BD BKG BRN BSKS DB DDR DVD HT HVSP KLP LLS LLZM MAS NVP PMO RSD RTB RTN UTLR UTM UTO UTVR WD 
12,36,AMFS APD BGN BHV BKF BKL BNK DDRS DDZD DMN DMNZ DRON DV EHV ETN GZ HGV HOR HTO HVL MRN NKK NS O RAI RTZ SD TB UTLN UTT UTZL VG WADN WV ZL ZLW 
13,44,AML APDM APDO ASN AVAT BDPB BL BNN BTL DL DVC EKZ GP GS HD HDE HM HMBV HNO HR HTN KPNZ KRG LW MP OST PT RAT RB RLB RS RTST RVS SDTB ST TBU VNDW VTN WAD WP WT ZLSH ZP ZVB 
14,50,AKM AMPO AMRI ARN BET BMN BNC BRD BZL DEI DN EML FN FWD GN GW HDG HMBH HMH HON HRN HTNC HZE KBD KBK KPN LC LWC MDB MG NDB NVD ODB OMN OT OW RM SDT SKND STZ SWK TBR TWL VD VNDC VZ WADT WC WH WZ 
15,35,ALMM BN BNZ BP BSMZ CL DA DLD DRP DWE EC EHS GD GERP GND GNN GO HBZM HDB HLG HRT MRB MZ RHN RL RSN SK SM STD SWD VEM VS VSS ZH ZWD 
16,28,BDM BF BHDV BR CO DDN GBG GDG GDM GK GLN HLGH HRL HVSM IJT KW LTN LTV LUT MT NWK RTA RV SDA SRN VHP WDN WSM 
17,22,BK BSD CPS DLN EDC EMNZ HGLG HRLW LG MTH MTN MTR SBK STM TPSW UST VL WFM WK WS WWW ZBM 
18,20,APG BDE ED EDN EGH EGHM EMN HGL HGZ HNP LDM LP MES NSCH SN TG TL UHZ VDL WW 
19,18,AH AKL CVM DZ DZW ES ESK HGLO KMR KMW KTR NH ODZ SGL UHM WF WR ZB 
20,17,AHP AHZ DR ESE EST GR HB KRD LEER NM OP OTB RD SOG STV VDM ZV 
21,10,AHPR DID EEM GBR HMN NMGO NMH NML VK WTV 
22,6,DVN MMLH NMD VP WL ZA 
23,3,CK DTCH RH 
24,2,BMR DTC 
25,2,GDR VLB 
26,2,TBG VRY 
27,1,VSV 
28,1,ATN 
