hopcount,size,stations
1,2,BNC LTN 
2,2,BNN EDC 
3,2,ED HVL 
4,5,AH AMF DB KLP WF 
5,20,AHP AHZ AMFS APD BNK BRN DLD DR EST HVS MRN NKK NM NS OTB UT WC WD ZL ZV 
6,44,AHPR APDM APDO ASD ASN AVAT BDG BHV BMN DID DL DVD GD GDG HD HDE HGV HNO HT HVSM HVSP KPNZ MAS MP NDB NMGO NMH NML O PT RAT RVS SD STZ UTLR UTM UTVR UTZL VNDW WTV WV ZA ZLSH ZP 
7,52,AKM AMPO APN ASA ASB ASDZ ASS BKL BL BSMZ DV DVN EHV EML GN GV GVC HLM HMN HOR HR HRN HTO KPN LC LLZM LW MMLH NMD NWK OMN OW RAI RTA RTD ST SWK TB TWL UTLN UTO UTT VB VD VEM VG VNDC VP WADT WL WP WZ 
8,61,AC ALMM AML ASDL ASHD BD BLL BSK BTL CK CPS DEI DMN DMNZ DT DTCH DTCP DVC FN FWD GERP GNN GO GP GVMW GW HAD HDB HDG HM HMBV HN HTN HWZB KBK LAA LDL LWC MG MRB OP OST OVN PMR RH RHN RL RS RTB RTN SDM SHL SKND SWD TBU VTN WAD WT ZD ZH ZTMO 
9,51,ALM AMRI ASSP BDM BDPB BET BF BMR BP BSKS CAS CO DDN DRP DTC DWE ETN GBG GK HFD HIL HLG HLMS HMBH HMH HNK HON HTNC HZE KTR KW KZ LEDN LTV OT PMO RSW RTZ SDA SK SPTZ TBR VHP VZ WADN WH WSM YPB ZDK ZTM ZVT 
10,35,ALMB ALMO ALMP AMR ASDM CL DA DLN DVNK EHS EMNZ GDR GZ HGLG HKS HLGH HLO IJT LLS MTH MZ NVP PMW RLB RSN RTST SPTN STM TL UST VH VLB WFM WS ZZS 
11,21,AMRN APG BKG BRD DRH DRON EMN GDM HGL HGZ LP NSCH SSH TBG TPSW UHZ VRY VST WDN WK WM 
12,21,BKF BN BR BSD DZ DZW ES ESK GVM HGLO HNP HWD KMA NVD ODZ UHM VSV WR ZB ZBM ZWD 
13,13,ATN EKZ ESE HRT KMW LDM LEER OBD RD SGN UTG VDM VL 
14,9,AKL ANA DN EEM GBR HK STV TG WW 
15,5,BV GR HDRZ RV WWW 
16,3,BHDV HDR SM 
17,2,GND RM 
18,4,EC HBZM SDT STD 
19,6,GLN HRL LUT MT SDTB SRN 
20,7,BK DDRS HRLW LG MTN MTR SBK 
21,8,BDE DDR EDN EGH EGHM MES SN VDL 
22,7,CVM DDZD KMR NH RSD SGL ZLW 
23,5,BGN HB KRD SOG ZVB 
24,5,GS KRG ODB RB VK 
25,4,ARN BZL KBD MDB 
26,2,VS VSS 
