hopcount,size,stations
1,2,O WC 
2,5,AH HT NM NMD OW 
3,15,AHP DR ED EHV EST NMGO NMH NML OTB RS TB UT VG ZBM ZV 
4,33,AHPR AHZ ASA ASB ASD BD BMN BTL DB DID DVD EDC GD GDG GDM GP HM HMBV HTO KLP MAS MMLH TBU UTLR UTM UTO UTZL WD WF WT WTV ZA ZP 
5,46,APD ASDM ASDZ ASHD ASS BDG BDPB BET BHV BKL BSD CK CL DMNZ DN DV DVN ETN GV GVC HLM HMBH HMH HMN HOR HVSP HZE LC LLZM LTN MRN NWK OT RAI RSD RTA SHL TBR TPSW UTT VB VD VEM VP WADT WL 
6,42,AC AML APDO APN ASDL ASSP BGN BLL BMR BNZ CPS DLD DTCH DVC EHS GO GVMW GZ HAD HFD HN HTNC HVS HWZB KBK LAA LDM MZ ODB OP OST OVN PMR RH RL TWL VNDW VTN WAD ZD ZLW ZTMO 
7,37,AKL AMRI APDM BNC BSK CAS DDN DDZD DMN DTC GS HLMS HNK HON HTN HVSM KRG KTR KZ LDL LTV NDB NVP PMO RB SPTZ STZ VLB VNDC VZ WADN WH YPB ZDK ZTM ZVB ZVT 
8,27,AMPO AMR ARN BNN BSKS BSMZ BZL DA GDR GR HGLG HKS HLO KBD LEDN MDB PMW RHN RSN SPTN ST TL UTLN VRY WP ZL ZZS 
9,29,ALMM AMRN ASN BHDV BKG BR DL DRH DVNK HGL HGV HNO HVL KPNZ MP RAT SD SSH TBG UTVR VH VHP VS VSS WDN WM WV WZ ZLSH 
10,30,AKM ALM AMF BKF BL BN BNK DRON ES ESK GN GND HDE HGLO HIL HR HRN HRT HWD KMA KPN LW MRB NVD ODZ OMN SWK VL VST VSV 
11,31,ALMB ALMO ALMP AMFS ATN BRN DEI EKZ ESE FN FWD GERP GNN GVM GW HBZM HDB HDG LLS LWC MG NKK NS OBD SDT SGN SKND SWD TG UTG ZH 
12,22,ANA AVAT BDM BF BP CO DRP DWE GBG GBR GK HD HK HLG KW PT RV SDA SDTB SK WSM WW 
13,15,BV DDRS DLN EML EMNZ HDRZ HLGH IJT MTH SM STM UST WFM WS WWW 
14,10,APG DDR EMN HDR HGZ LP NSCH RM UHZ WK 
15,11,DZ DZW EC HNP RTB RTD STD UHM WR ZB ZWD 
16,14,BRD DT DTCP GLN HRL KMW LEER LUT MT RD RTN SDM SRN VDM 
17,10,BK EEM HRLW LG MTN MTR RLB RSW SBK STV 
18,9,BDE EDN EGH EGHM MES RTST RTZ SN VDL 
19,4,CVM KMR NH SGL 
20,3,HB KRD SOG 
21,1,VK 
