hopcount,size,stations
1,3,HM HMBH HRT 
2,3,BR EHV HMH 
3,9,BD EHS GP HMBV HT TB VL VRY WT 
4,14,BDPB BET DDR ETN HTO HZE O RSD RTD TBU TG UT VLB ZBM 
5,32,AMF ASA ASB ASD BGN BMR BTL DDRS DT DTCP DVD GD GDG GDM MAS MZ ODB RS RTA RTB RTN RV RVS SDM TBR UTLR UTM UTO UTZL WD ZLW ZWD 
6,41,AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BRD BSD CK CL CPS DDZD DMNZ GS GV GZ HLM HOR HVL HVSP KRG LLZM NKK NS NWK OT OW RAI RB RSW SDTB SHL SM TPSW UTT VG WADT WC ZVB 
7,36,AC APN ARN ASDL ASSP AVAT BLL BNN BZL DLD GVC GVMW HAD HD HDE HFD HN HTNC HVS HWZB KBD LAA LDM MDB MMLH NMD OVN PMR PT RLB RM TL VTN WAD ZD ZTMO 
8,32,AKL BSK CAS DMN EC EML GVM HLMS HNK HTN HVSM KTR KZ LDL NDB NMH NVP PMO RTST RTZ SPTZ STD STZ VB VS VSS WADN WZ YPB ZDK ZTM ZVT 
9,21,AMPO AMR BSKS BSMZ GLN GR HKS HLO HRL LEDN LUT MT NM OP PMW SPTN SRN ST UTLN WP ZZS 
10,22,AH ALMM AMRN BHDV BK BKG DRH DVNK EST HMN HRLW LG MTN MTR NMGO NML SBK SD SSH UTVR VH WM 
11,23,AHP AHZ ALM BDE BKF BNK BRN DR ED EDN EGH EGHM GND HIL HWD KMA MES OTB SN VDL VST ZA ZV 
12,23,AHPR ALMB ALMO ALMP BMN CVM DB DID EDC EKZ HBZM KLP KMR LLS NH OBD SDT SGL SGN UTG WF WTV ZP 
13,16,ANA APD DRON DV DVN HB HK KRD LC LTN MRN SOG VD VEM VP WL 
14,15,AML APDO BNZ BV DTCH DVC GO HDRZ KBK OST RH RL TWL VK VNDW 
15,11,AMRI APDM BNC DDN DTC HDR HON LTV VNDC VZ WH 
16,6,DA GDR HGLG RHN RSN ZL 
17,13,ASN DL HGL HGV HNO KPNZ MP RAT TBG VHP WDN WV ZLSH 
18,17,AKM BL BN ES ESK GN HGLO HR HRN KPN LW MRB NVD ODZ OMN SWK VSV 
19,15,ATN DEI ESE FN FWD GERP GNN GW HDB HDG LWC MG SKND SWD ZH 
20,15,BDM BF BP CO DRP DWE GBG GBR GK HLG KW SDA SK WSM WW 
21,10,DLN EMNZ HLGH IJT MTH STM UST WFM WS WWW 
22,7,APG EMN HGZ LP NSCH UHZ WK 
23,6,DZ DZW HNP UHM WR ZB 
24,4,KMW LEER RD VDM 
25,2,EEM STV 
