hopcount,size,stations
1,2,EEM UHM 
2,1,UHZ 
3,1,UST 
4,2,BF WFM 
5,2,SWD WSM 
6,3,BDM GN GNN 
7,7,ASN BP GERP HRN LEER STM ZH 
8,11,APG BL DWE FWD GK HGV KW LP MP SDA ZL 
9,21,ALMO AMF AMFS APD DL DZ DZW HD HDG HNO KPNZ LLS LW MTH NS RAT SWK WH WS WZ ZLSH 
10,27,ALM ALMB APDM BRN DEI DLD DRON EML FN GW HDE HGZ HR HVL HVS KPN LWC MG NKK NSCH NVD OMN OST SKND UT WD WV 
11,36,AKM ALMM ALMP AML ASD ASDZ AVAT BDG BHV BNN DB DRP DV DVD GD GDG HDB HLG HT HVSM HVSP KBK MAS MRB NDB PT SD SK STZ UTLR UTM UTVR UTZL WDN WR ZB 
12,43,AMPO AMRI APN ASA ASB ASS BKL BNC BNK BSMZ CO DVC EHV GBG GV GVC HGL HLGH HLM HOR HTO IJT LLZM MRN NWK RAI RSN RTA RTD SHL ST TB TWL UTLN UTO UTT VB VDM VG VHP WADT WP ZP 
13,53,AC APDO ASDL ASHD BD BLL BMN BN BNZ BSK BTL CPS DA DLN DMN DMNZ DR DT DTCP EMNZ ES ESK GP GVMW HAD HFD HGLG HGLO HM HMBV HN HON HTN HWZB LAA LC LDL ODZ OVN PMR RTB RTN SDM TBU VD VEM VNDW VTN WAD WK WT ZD ZTMO 
14,37,AH ASSP BDPB BET BSKS CAS DDN EMN ESE ETN HIL HLMS HMBH HMH HNK HNP HTNC HZE KZ LEDN LTN NVP OT PMO RH RL RSW RTZ SPTZ TBR VNDC VZ WADN YPB ZDK ZTM ZVT 
15,28,AHZ AMR ASDM CL DVNK ED EHS EST GBR GO GZ HKS HLO KMW LTV MZ NM OTB PMW RHN RLB RTST SPTN SSH VH VP WC ZZS 
16,19,AHPR AMRN BKG BRD DRH EDC GDM KLP NMGO NMH NML O RVS STV VST WF WM WWW ZA 
17,13,AHP BKF BSD GVM HMN HWD KMA MMLH NMD OW WW ZBM ZWD 
18,10,ATN CK EKZ LDM OBD OP RS SGN UTG WTV 
19,7,AKL ANA BMR DVN HK KTR VSV 
20,6,BV GR HDRZ TL VLB ZV 
21,5,BHDV DID HDR TPSW VRY 
22,3,BR GND WL 
23,5,DTCH HBZM HRT SDT VL 
24,4,DN DTC SDTB TG 
25,3,DDRS GDR RV 
26,3,DDR SM TBG 
27,4,DDZD RM RSD ZLW 
28,4,BGN EC STD ZVB 
29,9,GLN GS HRL KRG LUT MT ODB RB SRN 
30,10,ARN BK BZL HRLW KBD LG MDB MTN MTR SBK 
31,9,BDE EDN EGH EGHM MES SN VDL VS VSS 
32,4,CVM KMR NH SGL 
33,3,HB KRD SOG 
34,1,VK 
