hopcount,size,stations
1,2,RM RV 
2,4,EC STD TG WT 
3,8,EHV GLN HRL LUT MT MZ SRN VL 
4,12,BD BK BR EHS HRLW HT HZE LG MTN MTR SBK TB 
5,20,BDE BDPB BET DDR EDN EGH EGHM ETN GP HRT HTO MES RSD RTD SN TBU UT VDL VRY ZBM 
6,33,ASA ASB ASD BGN BTL CVM DDRS DN DT DTCP DVD GD GDG GDM KMR MAS NH ODB RS RTA RTB RTN SDM SGL TBR UTLR UTM UTO UTZL VLB WD ZLW ZWD 
7,39,ASDM ASDZ ASHD ASS BDG BHV BKL BMR BRD BSD CL CPS DDZD DMNZ GS GV GZ HB HLM HM HMBH HOR HVSP KRD KRG LLZM NWK OT RAI RB RSW SDTB SHL SOG TPSW UTT VG WADT ZVB 
8,30,AC APN ARN ASDL ASSP BLL BZL CK DLD GVC GVMW HAD HFD HMH HN HTNC HVS HWZB KBD LAA LDM MDB OVN PMR RLB VK VTN WAD ZD ZTMO 
9,28,AKL BSK CAS DMN GVM HLMS HMBV HNK HTN HVSM KZ LDL MMLH NDB NVP PMO RTST RTZ SPTZ STZ VB VS VSS WADN YPB ZDK ZTM ZVT 
10,15,AMPO AMR BSKS BSMZ GR HKS HLO LEDN NMH PMW SPTN ST UTLN WP ZZS 
11,12,ALMM AMRN BHDV BKG DRH DVNK NM SD SSH UTVR VH WM 
12,14,AH ALM BKF BNK EST GND HIL HWD KMA NMGO NML O VST WC 
13,20,AHP AHZ ALMB ALMO ALMP DR ED EKZ HBZM LLS NMD OBD OTB OW RVS SDT SGN UTG ZA ZV 
14,12,AHPR ANA BMN DB DID EDC HK HMN KLP WF WTV ZP 
15,13,APD BV DV DVN HDRZ LC LTN MRN OP VD VEM VP WL 
16,14,AML APDO BNZ DTCH DVC GO HDR KBK KTR OST RH RL TWL VNDW 
17,11,AMRI APDM BNC DDN DTC HON LTV TL VNDC VZ WH 
18,7,BNN DA GDR HGLG RHN RSN ZL 
19,15,ASN DL HGL HGV HNO HVL KPNZ MP RAT TBG VHP WDN WV WZ ZLSH 
20,20,AKM AMF BL BN DRON ES ESK GN HDE HGLO HR HRN KPN LW MRB NVD ODZ OMN SWK VSV 
21,19,AMFS ATN BRN DEI ESE FN FWD GERP GNN GW HDB HDG LWC MG NKK NS SKND SWD ZH 
22,18,AVAT BDM BF BP CO DRP DWE GBG GBR GK HD HLG KW PT SDA SK WSM WW 
23,11,DLN EML EMNZ HLGH IJT MTH STM UST WFM WS WWW 
24,7,APG EMN HGZ LP NSCH UHZ WK 
25,6,DZ DZW HNP UHM WR ZB 
26,4,KMW LEER RD VDM 
27,2,EEM STV 
