hopcount,size,stations
1,2,KMA ZZS 
2,2,KZ UTG 
3,3,CAS HK ZD 
4,6,AMR ASS BV HLO HN ZDK 
5,8,AMRN ASD ASDL DRH HNK HWZB PMW SHL 
6,13,ALM ASA ASB ASDM ASDZ HFD HKS HLMS HVS HWD PMR SPTN UT 
7,28,AC ALMB ALMO ALMP AMF ASHD ASSP BKG BRN DB DVD GD GDG HT HVSP KLP LLS MAS NVP OBD PMO SGN SPTZ UTLR UTM UTO UTVR WD 
8,33,AMFS ANA APD BHV BKF BKL BLL BNK DMN DMNZ DRON DV EHV HGV HOR HTO HVL MRN NKK NS NWK O RAI RTA SD SSH TB UTLN UTT UTZL VG WV ZL 
9,38,AML APDM APDO ASN AVAT BL BNN BTL CPS DL DVC EKZ GP HD HDE HDRZ HLM HM HMBV HNO HR HTN KPNZ LW MP OST PT RAT RS RVS ST TBU VNDW VTN WP WT ZLSH ZP 
10,45,AKM AMPO AMRI BET BMN BNC DEI DN EML FN FWD GN GW HAD HDG HDR HMBH HMH HON HRN HTNC HZE KBK KPN LC LWC MG NDB NVD OMN OT OVN OW RM SKND STZ SWK TBR TWL VD VNDC VZ WC WH WZ 
11,33,ALMM BN BNZ BP BSMZ CL DA DLD DRP DWE EC EHS GERP GNN GO GZ HDB HIL HLG HRT LEDN MRB MZ RHN RL RSN SK SM STD SWD VEM ZH ZVT 
12,30,BDM BF BR CO DDN DVNK GBG GDM GK GLN GV GVC HLGH HRL HVSM IJT KW LAA LDL LTN LTV LUT MT RV SDA SRN VH VHP WDN WSM 
13,27,APN BK BSD DLN DT EDC EMNZ GVMW HGLG HRLW LG MTH MTN MTR SBK STM TPSW UST VB VL VST WFM WK WS WWW ZBM ZTM 
14,29,APG BDE BDG BSK DTCP ED EDN EGH EGHM EMN GVM HGL HGZ HNP LDM LP MES NSCH RSW RTD SDM SN TG TL UHZ VDL WW YPB ZTMO 
15,25,AH AKL BD BSKS CVM DDR DZ DZW ES ESK HGLO KMR KMW KTR LLZM NH ODZ RSD RTB RTN SGL UHM WF WR ZB 
16,24,AHP AHZ BGN DDRS DDZD DR ESE EST ETN GR HB KRD LEER NM OP OTB RD RTZ SOG STV VDM WADN ZLW ZV 
17,20,AHPR BDPB BHDV DID EEM GBR GS HMN KRG NMGO NMH NML RB RLB RTST SDTB VK WAD WTV ZVB 
18,14,ARN BRD BZL DVN GND KBD MDB MMLH NMD ODB VP WADT WL ZA 
19,8,CK DTCH HBZM RH SDT VS VSS ZWD 
20,2,BMR DTC 
21,2,GDR VLB 
22,2,TBG VRY 
23,1,VSV 
24,1,ATN 
