hopcount,size,stations
1,2,O RS 
2,3,HTO NM RVS 
3,6,AH EST HT NMH NML WC 
4,14,AHP AHZ DR ED EHV MMLH NMD OTB TB UT VG ZA ZBM ZV 
5,32,AHPR AMF ASA ASB ASD BD BMN BTL CK DID DVD EDC GD GDG GDM GP HM HMBV HMN KLP MAS NMGO TBU UTLR UTM UTO UTZL WD WF WT WTV ZP 
6,49,AMFS APD ASDM ASDZ ASHD ASS BDG BDPB BET BHV BKL BMR BSD CL DMNZ DN DV DVN ETN GV GVC HLM HMBH HMH HOR HVSP HZE LC LLZM LTN NKK NS NWK OP OT RAI RM RSD RTA SHL TBR TPSW UTT VB VD VEM VP WADT WL 
7,49,AC AML APDO APN ASDL ASSP AVAT BGN BLL BNZ CPS DLD DTCH DVC EC EHS GO GVMW GZ HAD HD HDE HFD HN HRT HTNC HVS HWZB KBK KTR LAA LDM MZ ODB OST OVN PMR PT RH RL STD TL TWL VLB VTN WAD ZD ZLW ZTMO 
8,41,AKL AMRI APDM BNC BSK CAS DDN DDZD DMN DTC EML GLN GS HLMS HNK HON HRL HTN HVSM KRG KZ LDL LTV LUT MT NDB NVP PMO RB SPTZ SRN STZ VRY VZ WADN WH YPB ZDK ZTM ZVB ZVT 
9,31,AMPO AMR ARN BK BNN BR BSKS BSMZ BZL DA GDR GR HGLG HKS HLO HRLW KBD LEDN LG MDB MTN MTR PMW RSN SBK SPTN ST UTLN WP ZL ZZS 
10,36,ALMM AMRN ASN BDE BHDV BKG DL DRH DVNK EDN EGH EGHM HGL HGV HNO HVL KPNZ MES MP RAT SD SN SSH TBG UTVR VDL VH VHP VL VS VSS WDN WM WV WZ ZLSH 
11,32,AKM ALM BKF BL BN BNK BRN CVM DRON ES ESK GN GND HGLO HIL HR HRN HWD KMA KMR KPN LW MRB NH NVD ODZ OMN SGL SWK TG VST VSV 
12,31,ALMB ALMO ALMP ATN DB DEI EKZ ESE FN FWD GERP GNN GVM GW HB HBZM HDB HDG KRD LLS LWC MG OBD RV SDT SGN SKND SOG SWD UTG ZH 
13,21,ANA BDM BF BP CO DRP DWE GBG GBR GK HK HLG KW MRN SDA SDTB SK SM VK WSM WW 
14,14,BV DDRS DLN EMNZ HDRZ HLGH IJT MTH STM UST VNDW WFM WS WWW 
15,10,APG DDR EMN HDR HGZ LP NSCH UHZ VNDC WK 
16,10,DZ DZW HNP RHN RTB RTD UHM WR ZB ZWD 
17,9,BRD DT DTCP KMW LEER RD RTN SDM VDM 
18,4,EEM RLB RSW STV 
19,2,RTST RTZ 
