hopcount,size,stations
1,2,BSKS WAD 
2,2,BSK WADT 
3,2,APN GD 
4,11,BDG GDG GV GVC LDL LLZM NWK RTA RTD UT VB 
5,26,AH AMF ASB BD CPS DB DDR DT DTCP ED GVMW HT KLP LAA LEDN MAS RSD RTB RTN SDM UTM UTO UTVR UTZL WD ZTMO 
6,46,AHP AHZ AMFS APD ASD ASHD BGN BHV BKL BNK DDRS DDZD DR DV DVNK EDC EHV EST ETN GZ HAD HFD HOR HTO HVL HVSP MRN NKK NM NS O RSW RTZ SHL SSH TB UTLN VG VH VTN WF YPB ZL ZLW ZTM ZV 
7,57,AC AHPR AML APDM APDO ASDL ASDZ ASN ASS AVAT BDPB BMN BNN BTL DID DL DLD DVC GP GS HD HDE HGV HIL HLM HM HMBV HNO HTN HVS KPNZ KRG MP NMGO NMH NML NVP OST OTB PT RAT RB RLB RS RTST RVS SDTB TBR UTT VNDW VST WT WTV WV ZLSH ZP ZVB 
8,58,AKM AMRI ARN BET BL BLL BNC BRD BZL DN DVD DVN EML GN GVM HLMS HMBH HMH HN HON HR HRN HTNC HVSM HZE KBD KBK KPN LC LW MDB MMLH NDB NMD NVD ODB OMN OT OVN OW PMR RAI RM SDT STZ SWK TBU TWL UTLR VD VNDC VP VZ WC WH WL WZ ZD 
9,50,AMPO ASA BN BNZ BSMZ CK CL DA DEI DMNZ DTCH EC EHS FN FWD GERP GND GNN GO GW HBZM HDB HDG HNK HRT HWZB KZ LWC MG MRB MZ PMO RH RHN RL RSN SKND SM SPTZ ST STD SWD VEM VS VSS WP ZDK ZH ZVT ZWD 
10,36,ALMM ASDM BDM BF BHDV BMR BP BR CO DDN DRP DTC DWE GBG GDM GK GLN HKS HLG HRL KW LTN LTV LUT MT PMW RV SD SDA SK SPTN SRN VHP WDN WSM ZZS 
11,28,ALM ASSP BK BKG BRN BSD DLN DRH EMNZ GDR GR HGLG HLGH HRLW IJT LG MTH MTN MTR SBK STM TPSW UST VL VLB WFM WS ZBM 
12,28,AKL ALMB ALMO ALMP APG BDE BKF BV DMN EDN EGH EGHM EMN HGL HGZ LDM LLS LP MES NSCH SN TBG TG TL UHZ VDL VRY WK 
13,19,CVM DRON DZ DZW EKZ ES ESK HGLO HK HNP KMR KTR NH ODZ SGL UHM VSV WR ZB 
14,11,ATN ESE HB KMW KRD LEER OP RD SOG UTG VDM 
15,8,CAS EEM GBR HMN KMA STV VK WW 
16,5,AMR HLO WM WWW ZA 
17,1,AMRN 
18,1,HWD 
19,2,OBD SGN 
20,1,ANA 
21,1,HDRZ 
22,1,HDR 
