hopcount,size,stations
1,2,HON WDN 
2,3,AML DVC NVD 
3,5,AMRI DV HGL RAT VZ 
4,14,AMF APD BN DA ES ESK HGLG HGLO HNO ODZ OST TWL ZL ZP 
5,29,ALMO AMFS APDM APDO ASN BMN BRN DDN DLD DR ESE HD HGV HVL HVS KPNZ LLS MP NKK NS UT VD VEM VHP WD WH WV WZ ZLSH 
6,39,AH AKM ALM ALMB ASD AVAT BDG BHV BL BNN DB DRON DVD EML GBR GD GDG GN GO HDE HR HRN HVSM HVSP KBK KPN LW MAS MRB NDB RH RL SD STZ SWK UTLR UTM UTVR UTZL 
7,53,AHZ ALMM ALMP AMPO APN ASA ASB ASDZ ASS BKL BNC BNK BSMZ DEI ED EST FN FWD GERP GNN GV GVC GW HDB HDG HLM HOR LC LLZM LTV LWC MG MRN NM NWK OMN OTB PT RAI RTA RTD SKND ST SWD UTLN UTO UTT VB VP WADT WC WP ZH 
8,53,AC AHPR ASDL ASHD BDM BF BLL BP BSK CO CPS DL DMN DMNZ DRP DT DTCP DWE EDC GBG GK GVMW HAD HLG HN HTN HWZB KLP KW LAA LDL NMGO NMH NML O OVN PMR RTB RTN RVS SDA SDM SHL SK VNDW VTN WAD WF WSM WWW ZA ZD ZTMO 
9,37,AHP ASSP BSKS CAS DLN EMNZ HFD HIL HLGH HLMS HMN HNK HT HTNC IJT KZ LEDN LTN MMLH MTH NMD OW PMO RSW RTZ SPTZ STM UST VNDC WADN WFM WS WW YPB ZDK ZTM ZVT 
10,30,AMR APG ASDM ATN BNZ CK CL DVNK EHV EMN HGZ HKS HLO LP NSCH NVP OP PMW RHN RLB RS RTST SPTN TB UHZ VG VH WK WTV ZZS 
11,25,AMRN BD BKG BMR BRD BTL DRH DVN DZ DZW GP HM HMBV HNP HTO KTR SSH TBU UHM VST VSV WM WR WT ZB 
12,20,BDPB BET BKF ETN GVM HMBH HMH HWD HZE KMA KMW LEER OT RD RSD TBR TL VDM VLB ZV 
13,15,BGN DID EEM EHS EKZ GZ MZ OBD ODB SGN STV TPSW UTG VRY ZLW 
14,9,ANA BR GDM GS HK KRG RB WL ZVB 
15,11,ARN BSD BV BZL DTCH HDRZ HRT KBD MDB VL ZBM 
16,7,DN DTC HDR LDM TG VS VSS 
17,3,AKL GDR RV 
18,3,GR SM TBG 
19,2,BHDV RM 
20,3,EC GND STD 
21,7,GLN HBZM HRL LUT MT SDT SRN 
22,7,BK HRLW LG MTN MTR SBK SDTB 
23,8,BDE DDRS EDN EGH EGHM MES SN VDL 
24,5,CVM DDR KMR NH SGL 
25,5,DDZD HB KRD SOG ZWD 
26,1,VK 
