hopcount,size,stations
1,3,AMF HVS SD 
2,13,AMFS APD ASD DV DVD HVL HVSM HVSP NDB NKK NS ST ZL 
3,31,AML AMPO APDM APDO ASA ASB ASDZ ASN ASS AVAT BNN BSMZ DL DVC HD HDE HGV HLM HNO HOR KPNZ MP OST PT RAI RAT STZ WP WV ZLSH ZP 
4,37,AC AKM ALMM AMRI ASDL ASHD BL BLL BMN BNC DLD DMN DMNZ EML GN HAD HN HON HR HRN HWZB KBK KPN LC LW NVD OMN OVN PMR SHL SWK TWL VD VZ WH WZ ZD 
5,34,ALM ASSP BHV BN BNZ CAS DA DEI FN FWD GERP GNN GO GW HDB HDG HFD HIL HLMS HNK KZ LWC MG MRB PMO RL RSN SKND SPTZ SWD VEM ZDK ZH ZVT 
6,32,ALMB ALMO ALMP AMR ASDM BDM BF BP CO DDN DRP DWE GBG GK HKS HLG HLO KW LLS LTN LTV NVP PMW SDA SK SPTN UTO VH VHP WDN WSM ZZS 
7,19,AMRN BKG DLN DRH DRON EDC EMNZ HGLG HLGH IJT MTH SSH STM UST UT WFM WM WS WWW 
8,23,APG BKF DB ED EMN GD GDG HGL HGZ HT HWD KMA LP MAS NSCH UHZ UTLR UTM UTVR UTZL WD WK WW 
9,36,AH BDG BKL BNK DZ DZW EHV EKZ ES ESK GV GVC HGLO HNP HTO KLP LLZM MRN NWK O OBD ODZ RTA RTD SGN TB UHM UTG UTLN UTT VB VG WADT WF WR ZB 
10,37,AHP AHZ ANA APN BD BTL CPS DR DT DTCP ESE EST GP GVMW HK HM HMBV HTN KMW LAA LEER NM OTB RD RS RTB RTN SDM TBU VDM VNDW VTN WAD WC WT ZTMO ZV 
11,33,AHPR BDPB BET BSK BV DID DN EEM ETN GBR HDRZ HMBH HMH HTNC HZE LDL NMGO NMH NML OT OW RM RSW RTZ RVS STV TBR VNDC WADN WTV YPB ZA ZTM 
12,18,BSKS CL DVN EC EHS GZ HDR HRT LEDN MMLH MZ NMD RHN RLB RTST STD VP WL 
13,11,BRD CK DTCH DVNK GDM GLN HRL LUT MT RH SRN 
14,13,BK BMR BSD DTC HRLW LG MTN MTR SBK TPSW VST ZBM ZWD 
15,12,BDE EDN EGH EGHM GDR GVM LDM MES SN TL VDL VLB 
16,8,AKL CVM KMR KTR NH SGL TBG VRY 
17,7,BR GR HB KRD OP SOG VSV 
18,5,ATN BHDV HMN VK VL 
19,2,GND TG 
20,3,HBZM RV SDT 
21,2,SDTB SM 
22,1,DDRS 
23,1,DDR 
24,3,DDZD RSD ZLW 
25,2,BGN ZVB 
26,4,GS KRG ODB RB 
27,4,ARN BZL KBD MDB 
28,2,VS VSS 
