hopcount,size,stations
1,2,AH EST 
2,9,AHP DR ED NM NML OTB UT ZA ZV 
3,25,AHPR ASA ASB BMN DB DID DVD EDC GD GDG HMN KLP MAS NMGO NMH O UTLR UTM UTO UTZL WC WD WF WTV ZP 
4,32,APD ASDZ ASHD BDG BKL BNK DV DVN GV GVC HOR HT LC LLZM LTN MMLH MRN NMD NWK OP OW RAI RTA RVS SHL UTT VB VD VEM VP WADT WL 
5,29,AC AML APDO APN BNZ CK CPS DTCH DVC EHV GO GVMW HFD KBK KTR LAA OST RH RL RS RTN TB TWL UTVR VG VNDW VTN WAD ZTMO 
6,28,AMRI APDM BD BMR BNC BSK BTL DDN DTC GP HM HMBV HON HTO LDL LTV NVP RSW TBU TL UTLN VNDC VZ WADN WH WT YPB ZTM 
7,20,BDPB BET BNN BSKS DA ETN GDR HGLG HMBH HMH HZE LEDN OT RHN RSD RSN TBR TPSW VLB ZL 
8,26,ASN BGN DL DVNK EHS GDM GZ HGL HGV HNO HVL KPNZ MP MZ ODB RAT SSH TBG VH VHP VRY WDN WV WZ ZLSH ZLW 
9,30,AKM AMF BL BN BR BSD CL DRON ES ESK GN GS HDE HGLO HIL HR HRN KPN KRG LW MRB NVD ODZ OMN RB SWK VST VSV ZBM ZVB 
10,30,AMFS ARN ATN BRN BZL DEI DLD ESE FN FWD GERP GNN GVM GW HDB HDG HRT HTNC HVS KBD LDM LWC MDB MG NKK NS SKND SWD VL ZH 
11,31,AKL ASD AVAT BDM BF BHV BP CO DN DRP DWE GBG GBR GK HD HLG HTN HVSM HVSP KW NDB PT SD SDA SK STZ TG VS VSS WSM WW 
12,19,AMPO ASS BSMZ DLN EML EMNZ GR HLGH HLM IJT MTH RV ST STM UST WFM WP WS WWW 
13,20,ALMM APG ASDL BHDV BLL DMN DMNZ EMN HAD HGZ HN HWZB LP NSCH OVN PMR SM UHZ WK ZD 
14,18,ALM ASSP CAS DZ DZW GND HLMS HNK HNP KZ PMO RM SPTZ UHM WR ZB ZDK ZVT 
15,19,ALMB ALMO ALMP AMR ASDM EC HBZM HKS HLO KMW LEER LLS PMW RD SDT SPTN STD VDM ZZS 
16,12,AMRN BKG DRH EEM GLN HRL LUT MT SDTB SRN STV WM 
17,10,BK BKF DDRS HRLW HWD KMA LG MTN MTR SBK 
18,12,BDE DDR EDN EGH EGHM EKZ MES OBD SGN SN UTG VDL 
19,10,ANA CVM DDZD HK KMR NH RTB RTD SGL ZWD 
20,9,BRD BV DT DTCP HB HDRZ KRD SDM SOG 
21,3,HDR RLB VK 
22,2,RTST RTZ 
