hopcount,size,stations
1,2,DVNK GVM 
2,2,LAA LEDN 
3,9,ASD GV GVC HAD HFD LDL SHL SSH VH 
4,13,APN ASB ASDL ASDZ ASS DT GD GVMW HIL HLM NVP VB ZTM 
5,20,ALM ASHD BDG BLL BSK DTCP DVD GDG HLMS HN NWK OVN PMR RAI RSW RTD SDM YPB ZD ZTMO 
6,24,AC ALMB ALMO ALMP ASA BD BSKS DDR DMNZ HNK HVS HWZB KZ LLS LLZM PMO RSD RTA RTB RTN SPTZ WD ZDK ZVT 
7,21,AMF ASDM BGN BKL CPS DDRS DDZD DRON ETN GZ HKS PMW RTZ SPTN TB UT VTN WADN WP ZLW ZZS 
8,35,AH AMFS AMPO APD ASSP BDPB BKG DB DRH DV ED GS HT HVL KLP KPNZ KRG MAS NDB NKK NS OT RB RLB RTST SDTB TBR UTM UTO UTT UTVR UTZL WAD ZL ZVB 
9,52,AHP AHZ ALMM AML APDM APDO ARN ASN AVAT BHV BKF BNK BNN BRD BSMZ BV BZL DL DMN DR DVC EDC EHV EST HD HDE HGV HNO HOR HTO HVSP KBD MDB MP MRN NM O ODB OST PT RAT SDT TBU UTLN UTLR VG WADT WF WV ZLSH ZP ZV 
10,47,AHPR AKM AMRI BL BMN BNC BTL DID DLD EKZ EML GN GND GP HBZM HK HM HMBV HON HR HRN HTN HVSM KBK KPN LC LW NMGO NMH NML NVD OMN OTB RS RVS SWK TWL VD VNDW VS VSS VZ WH WT WTV WZ ZWD 
11,39,BET BHDV BN BNZ DA DEI DN DVN FN FWD GERP GNN GO GW HDB HDG HMBH HMH HTNC HZE LWC MG MMLH MRB NMD OW RL RM RSN SKND STZ SWD UTG VEM VNDC VP WC WL ZH 
12,33,BDM BF BP CAS CK CL CO DDN DRP DTCH DWE EC EHS GBG GK GR HLG HRT KMA KW LTN LTV MZ RH RHN SDA SK SM ST STD VHP WDN WSM 
13,25,AKL AMR BMR BR DLN DTC EMNZ GDM GLN HGLG HLGH HLO HRL IJT LUT MT MTH RV SD SRN STM UST WFM WM WS 
14,23,AMRN APG BK BRN BSD EMN GDR HGL HGZ HRLW LDM LG LP MTN MTR NSCH SBK TPSW UHZ VL VLB WK ZBM 
15,22,BDE DZ DZW EDN EGH EGHM ES ESK HGLO HNP HWD MES ODZ SN TBG TG TL UHM VDL VRY WR ZB 
16,13,CVM ESE KMR KMW KTR LEER NH OBD RD SGL SGN VDM VSV 
17,9,ANA ATN EEM GBR HB KRD OP SOG STV 
18,4,HDRZ HMN VK WW 
19,3,HDR WWW ZA 
