hopcount,size,stations
1,2,ED LTN 
2,6,AH BNZ DB KLP UT WF 
3,20,AHP AHZ ASB BNC BNK DR EST GD GDG MAS MRN NM OTB UTLR UTM UTO UTZL WC WD ZV 
4,26,AHPR ASHD BDG BKL BMN BNN DID GV GVC LLZM NMGO NMH NML NWK O RTA RTD RVS UTT UTVR VB VNDW WADT WTV ZA ZP 
5,29,AC APD APN CPS DT DTCP DV DVN GVMW HMN HT HVL LAA LC MMLH NMD OW RTB RTN SDM UTLN VD VEM VNDC VP VTN WAD WL ZTMO 
6,26,AMF AML APDO BSK CK DTCH DVC EHV GO HTN KBK LDL OP OST RH RHN RL RS RSW RTZ TB TWL VG WADN YPB ZTM 
7,29,AMFS AMRI APDM BD BMR BRN BSKS BTL DDN DLD DTC GP HM HMBV HON HTNC HTO HVS KTR LEDN LTV NKK NS RLB RTST TBU VZ WH WT 
8,33,ASD AVAT BDPB BET BHV BRD CL DA DVD DVNK ETN GDR HD HDE HGLG HMBH HMH HVSM HVSP HZE NDB OT PT RSD RSN SD SSH STZ TBR TL VH VLB ZL 
9,34,AMPO ASA ASDZ ASN ASS BGN BSMZ DL EHS EML GDM GZ HGL HGV HLM HNO HOR KPNZ MP MZ RAI RAT ST TBG TPSW VHP VRY VST WDN WP WV WZ ZLSH ZWD 
10,37,AKM ALMM ASDL BL BLL BN BR BSD DMN DMNZ DRON ES ESK GN GS GVM HAD HGLO HN HR HRN HWZB KPN KRG LW MRB NVD ODZ OMN OVN PMR RB SHL SWK VSV ZBM ZD 
11,34,ALM ARN ASSP ATN BZL CAS DEI ESE FN FWD GERP GNN GW HDB HDG HFD HIL HLMS HNK HRT KBD KZ LDM LWC MDB MG PMO SKND SPTZ SWD VL ZDK ZH ZVT 
12,32,AKL ALMB ALMO ALMP AMR ASDM BDM BF BP CO DN DRP DWE GBG GBR GK HKS HLG HLO KW LLS NVP PMW SDA SK SPTN TG VS VSS WSM WW ZZS 
13,16,AMRN BKG DLN DRH EMNZ GR HLGH IJT MTH RV STM UST WFM WM WS WWW 
14,12,APG BHDV BKF EMN HGZ HWD KMA LP NSCH SM UHZ WK 
15,12,DZ DZW EKZ GND HNP OBD RM SGN UHM UTG WR ZB 
16,10,ANA EC HBZM HK KMW LEER RD SDT STD VDM 
17,10,BV EEM GLN HDRZ HRL LUT MT SDTB SRN STV 
18,8,BK DDRS HDR HRLW LG MTN MTR SBK 
19,8,BDE DDR EDN EGH EGHM MES SN VDL 
20,6,CVM DDZD KMR NH SGL ZLW 
21,4,HB KRD SOG ZVB 
22,2,ODB VK 
