hopcount,size,stations
1,2,DN HM 
2,3,EHV HMH HRT 
3,8,BD BR EHS GP HMBV HT TB WT 
4,14,BDPB BET DDR ETN HTO HZE O RSD RTD TBU UT VL VRY ZBM 
5,33,AMF ASA ASB ASD BGN BTL DDRS DT DTCP DVD GD GDG GDM MAS MZ NM ODB RS RTA RTB RTN RVS SDM TBR TG UTLR UTM UTO UTZL VLB WD ZLW ZWD 
6,46,AH AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BMR BRD BSD CL CPS DDZD DMNZ EST GS GV GZ HLM HOR HVL HVSP KRG LLZM NKK NMH NML NS NWK OT OW RAI RB RSW RV SDTB SHL TPSW UTT VG WADT WC ZL ZVB 
7,51,AC AHP AHZ APN ARN ASDL ASN ASSP AVAT BLL BNN BZL CK DL DLD DR ED GVC GVMW HAD HD HDE HFD HGV HN HNO HTNC HVS HWZB KBD KPNZ LAA LDM MDB MP NMD OTB OVN PMR PT RAT RLB SM TL VTN WAD WV ZD ZLSH ZTMO ZV 
8,49,AHPR AKL AKM BL BMN BNC BSK CAS DID DMN EDC EML GN GVM HLMS HNK HR HRN HTN HVSM KPN KTR KZ LDL LW MMLH NDB NMGO NVP OMN PMO RM RTST RTZ SPTZ STZ SWK VB VS VSS WADN WF WTV WZ YPB ZDK ZP ZTM ZVT 
9,39,AMPO AMR APD BNZ BSKS BSMZ DEI DV DVN EC FN FWD GERP GNN GR GW HDG HKS HLO LC LEDN LTN LWC MG OP PMW SKND SPTN ST STD SWD UTLN VD VEM VP WL WP ZH ZZS 
10,38,ALMM AML AMRN APDO BDM BF BHDV BKG BP DRH DRP DTCH DVC DVNK DWE GK GLN GO HLG HMN HRL KBK KW LUT MT OST RH RL SD SDA SK SRN SSH TWL UTVR VH WM WSM 
11,31,ALM AMRI APDM BK BKF BNK BRN DDN DTC GND HIL HLGH HON HRLW HWD IJT KMA LG LTV MTH MTN MTR SBK STM UST VST VZ WFM WH WS ZA 
12,28,ALMB ALMO ALMP APG BDE DA DB EDN EGH EGHM EKZ GDR HBZM HGLG HGZ LLS LP MES NSCH OBD RSN SDT SGN SN UHZ UTG VDL WK 
13,19,ANA CVM DRON DZ DZW HGL HK HNP KLP KMR MRN NH SGL TBG UHM VHP WDN WR ZB 
14,18,BN BV ES ESK HB HDRZ HGLO KMW KRD LEER MRB NVD ODZ RD SOG VDM VNDW VSV 
15,8,ATN EEM ESE HDB HDR STV VK VNDC 
16,5,CO GBG GBR RHN WW 
17,3,DLN EMNZ WWW 
18,1,EMN 
