hopcount,size,stations
1,2,KBK ZP 
2,6,APDM BMN DR DV LC VD 
3,8,AH AML APD DVC GO OST RH RL 
4,15,AHZ AMF AMRI APDO DDN ED EST HON LTV NM OTB VP VZ WC WH 
5,25,AHPR AMFS BRN DA DB DLD EDC HGLG HVL HVS KLP NKK NMGO NMH NML O RSN RVS TWL UT WD WF WWW ZA ZL 
6,44,AHP ASD ASN AVAT BDG BHV BNK DL DVD GD GDG HD HGL HGV HMN HNO HT HVSM HVSP KPNZ LLS LTN MAS MMLH MP MRN NDB NMD NS OW PT RAT SD STZ UTLR UTM UTVR UTZL VHP WDN WV WW WZ ZLSH 
7,53,AKM AMPO APN ASA ASB ASDZ ASS ATN BKL BL BN BNZ BSMZ CK DRON EHV EML ES ESK GN GV GVC HDE HGLO HLM HOR HR HRN KPN LLZM LW MRB NVD NWK ODZ OMN OP RAI RS RTA RTD ST SWK TB UTLN UTO UTT VB VG VNDW WADT WP WTV 
8,56,AC ALMM ASDL ASHD BD BLL BMR BNC BSK BTL CPS DEI DMN DMNZ DT DTCP DVN ESE FN FWD GERP GNN GP GVMW GW HAD HDB HDG HM HMBV HN HTN HTO HWZB KTR LAA LDL LWC MG OVN PMR RTB RTN SDM SHL SKND SWD TBU VNDC VSV VTN WAD WT ZD ZH ZTMO 
9,48,ALM ASSP BDM BDPB BET BF BNN BP BSKS CAS CO DRP DWE ETN GBG GBR GK HFD HIL HLG HLMS HMBH HMH HNK HTNC HZE KW KZ LEDN OT PMO RHN RSD RSW RTZ SDA SK SPTZ TBR TL VLB WADN WSM YPB ZDK ZTM ZV ZVT 
10,34,ALMB ALMO ALMP AMR ASDM BGN CL DID DLN DVNK EHS EMNZ GZ HKS HLGH HLO IJT MTH MZ NVP ODB PMW RLB RTST SPTN STM TPSW UST VH VRY WFM WS ZLW ZZS 
11,21,AMRN APG BKG BR BRD DRH EMN GDM GS HGZ KRG LP NSCH RB SSH UHZ VST WK WL WM ZVB 
12,19,ARN BKF BSD BZL DTCH DZ DZW GVM HNP HRT HWD KBD KMA MDB UHM VL WR ZB ZBM 
13,14,DN DTC EKZ KMW LDM LEER OBD RD SGN TG UTG VDM VS VSS 
14,7,AKL ANA EEM GDR HK RV STV 
15,5,BV GR HDRZ SM TBG 
16,3,BHDV HDR RM 
17,3,EC GND STD 
18,7,GLN HBZM HRL LUT MT SDT SRN 
19,7,BK HRLW LG MTN MTR SBK SDTB 
20,8,BDE DDRS EDN EGH EGHM MES SN VDL 
21,5,CVM DDR KMR NH SGL 
22,5,DDZD HB KRD SOG ZWD 
23,1,VK 
