hopcount,size,stations
1,3,BDG BSK LDL 
2,3,BSKS LEDN WD 
3,15,AMF ASD BKL DVNK GV GVC HAD HFD LAA SHL SSH UT VH VTN WADN 
4,31,AC AH AMFS APD ASB ASDL ASDZ ASS DB DT DV ED GVMW HIL HLM HT HVL KLP MAS NKK NS NVP UTM UTO UTT UTVR UTZL VB VST WAD ZL 
5,55,AHP AHZ ALM AML APDM APDO ASHD ASN AVAT BHV BLL BNK BNN DL DR DTCP DVC DVD EDC EHV EST GVM HD HDE HGV HLMS HN HNO HOR HTO HVSP KPNZ MP MRN NM O OST OVN PMR PT RAI RAT RSW TB UTLN UTLR VG WADT WF WV YPB ZD ZLSH ZP ZV 
6,55,AHPR AKM ALMB ALMO ALMP AMRI ASA BL BMN BNC BTL DID DLD DMNZ EML GD GN GP HM HMBV HNK HON HR HRN HTN HVS HWZB KBK KPN KZ LC LLS LW NMGO NMH NML NVD OMN OTB PMO RS RVS SPTZ SWK TBU TWL VD VNDW VZ WH WT WTV WZ ZDK ZVT 
7,52,ASDM BET BN BNZ DA DEI DN DRON DVN FN FWD GDG GERP GNN GO GW HDB HDG HKS HMBH HMH HTNC HVSM HZE LLZM LWC MG MMLH MRB NDB NMD NWK OT OW PMW RL RM RSN RTA RTD SKND SPTN STZ SWD VEM VNDC VP WC WL WP ZH ZZS 
8,43,AMPO ASSP BD BDM BF BKG BP BSMZ CK CL CO CPS DDN DDR DRH DRP DTCH DWE EC EHS GBG GK HLG HRT KW LTN LTV MZ RH RHN RSD RTB RTN SDA SDM SK SM ST STD VHP WDN WSM ZTMO 
9,33,ALMM BGN BKF BMR BR BV DDRS DDZD DLN DMN DTC EMNZ ETN GDM GLN GZ HGLG HLGH HRL IJT LUT MT MTH RTZ RV SD SRN STM UST WFM WS ZLW ZTM 
10,32,APG BDPB BK BRN BSD EKZ EMN GDR GS HGL HGZ HK HRLW KRG LG LP MTN MTR NSCH RB RLB RTST SBK SDTB TBR TPSW UHZ VL VLB WK ZBM ZVB 
11,30,ARN BDE BRD BZL DZ DZW EDN EGH EGHM ES ESK HGLO HNP KBD LDM MDB MES ODB ODZ SDT SN TBG TG TL UHM UTG VDL VRY WR ZB 
12,19,AKL CAS CVM ESE GND HBZM KMA KMR KMW KTR LEER NH RD SGL VDM VS VSS VSV ZWD 
13,12,AMR ATN BHDV EEM GBR HB HLO KRD OP SOG STV WM 
14,5,AMRN GR HMN VK WW 
15,3,HWD WWW ZA 
16,2,OBD SGN 
17,1,ANA 
18,1,HDRZ 
19,1,HDR 
