hopcount,size,stations
1,4,AH BMN RH ZP 
2,13,AHZ APD DV ED EST LC NM OTB UT VD VEM VP WC 
3,30,AHPR AML APDO ASA ASB DB DVC DVD EDC GD GDG GO KBK KLP MAS NMGO NMH NML O OST RL RVS TWL UTLR UTM UTO UTZL WD WF ZA 
4,32,AHP AMRI APDM ASDZ ASHD BDG BKL BNK DDN GV GVC HMN HON HOR HT LLZM LTN LTV MMLH MRN NMD NWK OW RAI RTA RTD SHL UTT VB VZ WADT WH 
5,29,AC APN BNZ CK CPS DA DT DTCP EHV GVMW HFD HGLG LAA OP RS RSN RTB RTN SDM TB UTVR VG VNDW VTN WAD WTV WWW ZL ZTMO 
6,38,ASN BD BMR BNC BSK BTL DL DVN GP HGL HGV HM HMBV HNO HTO KPNZ KTR LDL LLS MP NS NVP RAT RSW RTZ TBU UTLN VHP VNDC WADN WDN WT WV WW WZ YPB ZLSH ZTM 
7,36,AKM BDPB BET BL BN BNN BSKS DRON ES ESK ETN GN HDE HGLO HMBH HMH HR HRN HTN HZE KPN LEDN LW MRB NVD ODZ OMN OT RHN RSD RTST SWK TBR TL VLB ZV 
8,28,BGN DEI DID DVNK EHS ESE FN FWD GERP GNN GW GZ HDB HDG HTNC HVL LWC MG MZ ODB SKND SSH SWD TPSW VH VRY ZH ZLW 
9,24,AMF BDM BF BP BR CO DRP DWE GBG GBR GDM GK GS HIL HLG KRG KW RB SDA SK VST WL WSM ZVB 
10,25,AMFS ARN BRN BSD BZL CL DLD DLN DTCH EMNZ GVM HLGH HRT HVS IJT KBD MDB MTH NKK STM UST VL WFM WS ZBM 
11,23,APG ASD AVAT BHV DN DTC EMN HD HGZ HVSM HVSP LDM LP NDB NSCH PT SD STZ TG UHZ VS VSS WK 
12,16,AKL AMPO ASS BSMZ DZ DZW EML GDR HLM HNP RV ST UHM WP WR ZB 
13,18,ALMM ASDL BLL DMN DMNZ GR HAD HN HWZB KMW LEER OVN PMR RD SM TBG VDM ZD 
14,15,ALM ASSP BHDV CAS EEM HLMS HNK KZ PMO RM SPTZ STV VSV ZDK ZVT 
15,14,ALMB ALMO ALMP AMR ASDM ATN EC GND HKS HLO PMW SPTN STD ZZS 
16,11,AMRN BKG DRH GLN HBZM HRL LUT MT SDT SRN WM 
17,10,BK BKF HRLW HWD KMA LG MTN MTR SBK SDTB 
18,12,BDE DDRS EDN EGH EGHM EKZ MES OBD SGN SN UTG VDL 
19,7,ANA CVM DDR HK KMR NH SGL 
20,7,BV DDZD HB HDRZ KRD SOG ZWD 
21,3,BRD HDR VK 
22,1,RLB 
