hopcount,size,stations
1,2,AMF BNN 
2,12,AMFS APD BNC BRN DLD DV HVS NKK NS UT WD ZL 
3,38,AML APDM APDO ASD ASN AVAT BDG BHV BNZ DB DL DVC DVD GD GDG HD HDE HGV HNO HT HVSM HVSP KPNZ MAS MP NDB OST PT RAT SD STZ UTLR UTM UTVR UTZL WV ZLSH ZP 
4,51,AKM AMPO AMRI APN ASA ASB ASDZ ASS BKL BL BNK BSMZ EHV EML GN GV GVC HLM HON HOR HR HRN HTO KBK KPN LC LLZM LTN LW MRN NVD NWK OMN RAI RTA RTD ST SWK TB TWL UTLN UTO UTT VB VD VG VZ WADT WH WP WZ 
5,58,AC ALMM ASDL ASHD BD BLL BN BSK BTL CPS DA DEI DMN DMNZ DT DTCP EDC FN FWD GERP GNN GO GP GVMW GW HAD HDB HDG HM HMBV HN HTN HWZB LAA LDL LWC MG MRB OVN PMR RL RS RSN RTB RTN SDM SHL SKND SWD TBU VEM VNDW VTN WAD WT ZD ZH ZTMO 
6,48,ALM ASSP BDM BDPB BET BF BP BSKS CAS CO DDN DN DRP DWE ED ETN GBG GK HFD HIL HLG HLMS HMBH HMH HNK HTNC HZE KW KZ LEDN LTV OT PMO RSW RTZ SDA SK SPTZ TBR VHP VNDC WADN WDN WSM YPB ZDK ZTM ZVT 
7,34,AH ALMB ALMO ALMP AMR ASDM CL DLN DVNK EHS EMNZ GZ HGLG HKS HLGH HLO IJT KLP LLS MTH MZ NVP PMW RHN RLB RTST SPTN STM UST VH WF WFM WS ZZS 
8,25,AHP AHZ AMRN APG BKG BRD DR DRH DRON EMN EST GDM HGL HGZ LP NM NSCH OTB SSH UHZ VST WC WK WM ZV 
9,28,AHPR BKF BMN BSD DID DZ DZW ES ESK GVM HGLO HNP HWD KMA NMGO NMH NML O ODZ RVS TPSW UHM WR WTV ZA ZB ZBM ZWD 
10,18,DVN EKZ ESE HMN KMW LDM LEER MMLH NMD OBD OW RD SGN TL UTG VDM VP WL 
11,11,AKL ANA CK DTCH EEM GBR HK KTR OP RH STV 
12,5,BMR BV DTC GR HDRZ 
13,4,BHDV GDR HDR VLB 
14,3,GND TBG VRY 
15,4,BR HBZM SDT VSV 
16,4,ATN HRT SDTB VL 
17,3,DDRS TG WW 
18,3,DDR RV WWW 
19,4,DDZD RSD SM ZLW 
20,3,BGN RM ZVB 
21,6,EC GS KRG ODB RB STD 
22,9,ARN BZL GLN HRL KBD LUT MDB MT SRN 
23,8,BK HRLW LG MTN MTR SBK VS VSS 
24,7,BDE EDN EGH EGHM MES SN VDL 
25,4,CVM KMR NH SGL 
26,3,HB KRD SOG 
27,1,VK 
