hopcount,size,stations
1,2,AKL BSD 
2,2,GDM GR 
3,4,BHDV CL TPSW ZBM 
4,4,GND HT HTNC TL 
5,9,EHV HBZM HTN HTO KTR O SDT TB VG 
6,11,BTL GP HM HMBV OP RS RVS SDTB TBU UTLN WT 
7,13,BET DDRS DN HMBH HMH HMN HZE OT OW RM TBR UTVR WC 
8,11,BNK DDR EC EHS GZ HRT MZ SM STD UT ZA 
9,29,AMF ASA ASB ASD BD BR DB DDZD DVD EST GD GDG GLN HRL LUT MAS MT RSD RTB RTD RV SRN UTLR UTM UTO UTZL WD ZLW ZWD 
10,46,AH AHZ AMFS APD ASDM ASDZ ASHD ASS BDG BDPB BGN BHV BK BKL BRD DMNZ DT DTCP ED ETN HLM HOR HRLW HVL HVSP KLP LG LLZM MRN MTN MTR NKK NM NML NS RAI RTA RTN SBK SDM SHL UTT VL WADT ZL ZVB 
11,57,AC AHP APDM APDO APN ASDL ASN ASSP AVAT BDE BLL BNN CPS DL DLD DR EDC EDN EGH EGHM GS GV HAD HD HDE HFD HGV HN HNO HVS HWZB KPNZ KRG MES MP NMGO NMH ODB OTB OVN PMR PT RAT RB RLB RSW SN TG VDL VNDW VTN WAD WV ZD ZLSH ZTMO ZV 
12,54,AHPR AKM ARN BL BMN BNC BSK BZL CAS CVM DID DMN EML GN GVC GVMW HLMS HNK HR HRN HVSM KBD KMR KPN KZ LAA LDL LTN LW MDB MMLH NDB NH NMD NVP NWK OMN PMO RTST RTZ SGL SPTZ STZ SWK TWL VNDC WADN WF WTV WZ ZDK ZP ZTM ZVT 
13,43,AMPO AMR BNZ BSKS BSMZ CK DEI DV DVN FN FWD GERP GNN GVM GW HB HDB HDG HKS HLO KRD LC LEDN LWC MG MRB PMW RHN SKND SOG SPTN ST SWD VB VD VEM VP VS VSS WL WP ZH ZZS 
14,34,ALMM AML AMRN BDM BF BKG BMR BP CO DRH DRP DTCH DVC DWE GBG GK GO HLG KBK KW OST RH RL SD SDA SK SSH VH VHP VK VST WM WSM YPB 
15,24,ALM AMRI BKF BRN DDN DLN DTC DVNK EMNZ HIL HLGH HON HWD IJT KMA LTV MTH STM UST VLB VZ WFM WH WS 
16,20,ALMB ALMO ALMP APG DA EKZ EMN GDR HGLG HGZ LLS LP NSCH OBD RSN SGN UHZ UTG VRY WK 
17,12,ANA DRON DZ DZW HGL HK HNP TBG UHM WDN WR ZB 
18,13,BN BV ES ESK HDRZ HGLO KMW LEER NVD ODZ RD VDM VSV 
19,5,ATN EEM ESE HDR STV 
20,2,GBR WW 
21,1,WWW 
