hopcount,size,stations
1,3,BNK UT UTLN 
2,15,AMF ASA ASB ASD DB DVD GD GDG HTN MAS UTLR UTM UTO UTZL WD 
3,33,AMFS APD ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ DV ED GV GVC HLM HOR HTNC HVL HVSP KLP LLZM MRN NKK NS NWK RAI RTA RTD SHL UTT VB WADT ZL 
4,50,AC AH AML APDM APDO APN ASDL ASN ASSP AVAT BLL BNN CL CPS DL DLD DT DTCP DVC EDC GVMW HAD HD HDE HFD HGV HN HNO HVS HWZB KPNZ LAA MP OST OVN PMR PT RAT RTB RTN SDM VNDW VTN WAD WF WV ZD ZLSH ZP ZTMO 
5,51,AHP AHZ AKM AMRI BL BNC BSK CAS DMN DR EML EST GDM GN HLMS HNK HON HR HRN HVSM KBK KPN KZ LC LDL LTN LW NDB NM NVD NVP OMN OTB PMO RSW RTZ SPTZ STZ SWK TWL VD VNDC VZ WADN WH WZ YPB ZDK ZTM ZV ZVT 
6,46,AHPR AMPO AMR BMN BN BNZ BSD BSKS BSMZ DA DEI DID FN FWD GERP GNN GO GW HDB HDG HKS HLO LEDN LWC MG MRB NMGO NMH NML PMW RHN RL RLB RSN RTST SKND SPTN ST SWD TPSW VEM WP WTV ZBM ZH ZZS 
7,35,ALMM AMRN BDM BF BKG BP BRD CO DDN DRH DRP DVN DVNK DWE GBG GK HLG HT KW LDM LTV MMLH NMD SD SDA SK SSH TL VH VHP VP WDN WL WM WSM 
8,28,AKL ALM BKF BRN CK DLN DTCH EHV EMNZ HGLG HIL HLGH HTO HWD IJT KMA KTR MTH O RH STM TB UST VG VST WFM WS ZWD 
9,30,ALMB ALMO ALMP APG BD BMR BTL DTC EKZ EMN GP GR GVM HGL HGZ HM HMBV LLS LP NSCH OBD OP RS RVS SGN TBU UHZ UTG WK WT 
10,29,ANA BDPB BET BHDV DN DRON DZ DZW ES ESK ETN GDR HGLO HK HMBH HMH HMN HNP HZE ODZ OT OW RM TBR UHM VLB WC WR ZB 
11,18,BV EC EHS ESE GND GZ HDRZ HRT KMW LEER MZ RD SM STD TBG VDM VRY ZA 
12,14,BR EEM GBR GLN HBZM HDR HRL LUT MT RV SDT SRN STV VSV 
13,9,ATN BK HRLW LG MTN MTR SBK SDTB VL 
14,10,BDE DDRS EDN EGH EGHM MES SN TG VDL WW 
15,6,CVM DDR KMR NH SGL WWW 
16,6,DDZD HB KRD RSD SOG ZLW 
17,3,BGN VK ZVB 
18,4,GS KRG ODB RB 
19,4,ARN BZL KBD MDB 
20,2,VS VSS 
