hopcount,size,stations
1,2,HLM SPTZ 
2,6,ASD ASS HAD HLMS OVN SPTN 
3,16,ALM ASA ASB ASDL ASDM ASDZ DRH HIL HVS HWZB LEDN PMR SHL UT ZD ZVT 
4,31,AC ALMB ALMO ALMP AMF ASHD ASSP BRN BV DB DVD DVNK GV GVC HFD HT HVSP KLP KZ LAA LDL LLS MAS PMO SSH UTLR UTM UTO UTVR VH ZDK 
5,36,AMFS APD APN BHV BKL BNK DMN DMNZ DRON DT DV EHV GVMW HGV HK HOR HTO HVL MRN NKK NS NVP O PMW RAI SD TB UTLN UTT UTZL VB VG VST WV ZL ZTM 
6,44,AML APDM APDO ASN AVAT BDG BL BNN BSK BTL DL DTCP DVC GP GVM HD HDE HM HMBV HNO HR HTN KPNZ LW MP OST PT RAT RS RSW RTD RVS SDM ST TBU UTG VNDW VTN WP WT YPB ZLSH ZP ZTMO 
7,52,AKM AMPO AMRI BD BET BMN BNC BSKS CAS DDR DEI DN EML FN FWD GN GW HDG HMBH HMH HON HRN HTNC HZE KBK KMA KPN LC LLZM LWC MG NDB NVD OMN OT OW RM RSD RTB RTN SKND STZ SWK TBR TWL VD VNDC VZ WC WD WH WZ 
8,40,ALMM AMR BGN BN BNZ BP BSMZ CL DA DDRS DDZD DLD DRP DWE EC EHS ETN GERP GNN GO GZ HDB HLG HLO HRT MRB MZ RHN RL RSN RTZ SK SM STD SWD VEM WADN WM ZH ZLW 
9,35,AMRN BDM BDPB BF BR CO DDN GBG GDM GK GLN GS HLGH HRL HVSM IJT KRG KW LTN LTV LUT MT RB RLB RTST RV SDA SDTB SRN VHP WAD WDN WSM ZVB ZZS 
10,30,ARN BK BRD BSD BZL DLN EDC EMNZ HGLG HRLW HWD KBD LG MDB MTH MTN MTR ODB SBK SDT STM TPSW UST VL WADT WFM WK WS WWW ZBM 
11,28,APG BDE ED EDN EGH EGHM EMN GD GND HBZM HGL HGZ HNP LDM LP MES NSCH OBD SGN SN TG TL UHZ VDL VS VSS WW ZWD 
12,24,AH AKL ANA BHDV CVM DZ DZW ES ESK GDG HGLO HN KMR KMW KTR NH NWK ODZ RTA SGL UHM WF WR ZB 
13,20,AHP AHZ CPS DR ESE EST GR HB HDRZ HNK KRD LEER NM OP OTB RD SOG STV VDM ZV 
14,12,AHPR DID EEM GBR HDR HKS HMN NMGO NMH NML VK WTV 
15,7,BKG DVN MMLH NMD VP WL ZA 
16,4,BKF CK DTCH RH 
17,3,BMR DTC EKZ 
18,2,GDR VLB 
19,2,TBG VRY 
20,1,VSV 
21,1,ATN 
