hopcount,size,stations
1,1,VNDC 
2,1,VNDW 
3,1,MRN 
4,1,DB 
5,4,BNK ED KLP UT 
6,17,AH AMF ASA ASB ASD DVD EDC GD GDG MAS UTLR UTM UTO UTVR UTZL WD WF 
7,39,AHP AHZ AMFS APD ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ DR DV EST GV GVC HLM HOR HVL HVSP LLZM LTN NKK NM NS NWK OTB RAI RTA RTD SHL UTLN UTT VB WADT WC ZL ZV 
8,55,AC AHPR AML APDM APDO APN ASDL ASN ASSP AVAT BLL BMN BNZ CPS DID DL DLD DT DTCP DVC GVMW HAD HD HDE HFD HGV HN HNO HTN HVS HWZB KPNZ LAA MP NMGO NMH NML OST OVN PMR PT RAT RTB RTN RVS SDM VTN WAD WTV WV ZA ZD ZLSH ZP ZTMO 
9,47,AKM AMRI BL BNC BSK CAS DMN DVN EML GN HLMS HNK HON HR HRN HTNC HVSM KPN KZ LC LDL LW MMLH NDB NMD NVD NVP OMN PMO RSW RTZ SPTZ STZ SWK TWL VD VEM VP VZ WADN WH WL WZ YPB ZDK ZTM ZVT 
10,38,AMPO AMR BNN BSKS BSMZ CK CL DA DEI DTCH FN FWD GERP GNN GO GW HDB HDG HKS HLO KBK LEDN LWC MG MRB PMW RH RL RLB RSN RTST SKND SPTN ST SWD WP ZH ZZS 
11,30,ALMM AMRN BDM BF BKG BMR BP BRD CO DDN DRH DRP DTC DVNK DWE GBG GDM GK HLG KW LTV SD SDA SK SSH VH VHP WDN WM WSM 
12,23,ALM BKF BRN BSD DLN EMNZ GDR HGLG HIL HLGH HWD IJT KMA MTH STM TPSW UST VLB VST WFM WS ZBM ZWD 
13,22,ALMB ALMO ALMP APG EKZ EMN GVM HGL HGZ HT LDM LLS LP NSCH OBD SGN TBG TL UHZ UTG VRY WK 
14,23,AKL ANA BN BR DRON DZ DZW EHV ES ESK HGLO HK HNP HTO KTR O ODZ TB UHM VG VSV WR ZB 
15,19,ATN BD BTL BV ESE GP GR HDRZ HM HMBV KMW LEER OP RD RS TBU VDM VL WT 
16,19,BDPB BET BHDV DN EEM ETN GBR HDR HMBH HMH HMN HZE OT OW RM STV TBR TG WW 
17,9,EC EHS GND GZ HRT MZ RV STD WWW 
18,8,GLN HBZM HRL LUT MT SDT SM SRN 
19,7,BK HRLW LG MTN MTR SBK SDTB 
20,8,BDE DDRS EDN EGH EGHM MES SN VDL 
21,5,CVM DDR KMR NH SGL 
22,6,DDZD HB KRD RSD SOG ZLW 
23,3,BGN VK ZVB 
24,4,GS KRG ODB RB 
25,4,ARN BZL KBD MDB 
26,2,VS VSS 
