hopcount,size,stations
1,3,DB ED UT 
2,17,AH ASA ASB ASD BNK DVD EDC GD GDG MAS MRN UTLR UTM UTO UTZL WD WF 
3,33,AHP AHZ ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ DR EST GV GVC HLM HOR HVSP LLZM LTN NM NWK OTB RAI RTA RTD SHL UTT UTVR VB VNDW WADT WC ZV 
4,39,AC AHPR APN ASDL ASSP BLL BMN BNZ CPS DID DLD DT DTCP GVMW HAD HFD HN HVS HWZB LAA NMGO NMH NML O OVN PMR RTB RTN RVS SDM UTLN VNDC VTN WAD WTV ZA ZD ZP ZTMO 
5,35,APD BNC BSK CAS DMN DV DVN HLMS HMN HNK HTN HVSM KZ LC LDL MMLH NDB NMD NVP OW PMO RHN RSW RTZ SPTZ STZ VD VEM VP WADN WL YPB ZDK ZTM ZVT 
6,29,AML AMPO AMR APDO BNN BSKS BSMZ CK DTCH DVC GO HKS HLO HTNC KBK LEDN OP OST PMW RH RL RLB RS RTST SPTN ST TWL WP ZZS 
7,22,ALMM AMRI AMRN APDM BKG BMR BRD CL DDN DRH DTC DVNK HON HVL KTR LTV SD SSH VH VZ WH WM 
8,16,ALM AMF BKF DA GDM GDR HGLG HIL HWD KMA RSN TL VLB VST ZL ZWD 
9,30,ALMB ALMO ALMP AMFS ASN BRN BSD DL EKZ GVM HGL HGV HNO KPNZ LLS MP NKK NS OBD RAT SGN TBG TPSW UTG VHP VRY WDN WV ZBM ZLSH 
10,27,AKM ANA AVAT BL BN BR DRON ES ESK GN HD HDE HGLO HK HR HRN HT KPN LDM LW MRB NVD ODZ OMN PT SWK VSV 
11,26,AKL ATN BV DEI EHV EML ESE FN FWD GERP GNN GW HDB HDG HDRZ HRT HTO LWC MG SKND SWD TB VG VL WZ ZH 
12,26,BD BDM BF BP BTL CO DN DRP DWE GBG GBR GK GP GR HDR HLG HM HMBV KW SDA SK TBU TG WSM WT WW 
13,20,BDPB BET BHDV DLN EMNZ ETN HLGH HMBH HMH HZE IJT MTH OT RV STM TBR UST WFM WS WWW 
14,12,APG EHS EMN GND GZ HGZ LP MZ NSCH SM UHZ WK 
15,9,DZ DZW HBZM HNP RM SDT UHM WR ZB 
16,7,EC KMW LEER RD SDTB STD VDM 
17,8,DDRS EEM GLN HRL LUT MT SRN STV 
18,7,BK DDR HRLW LG MTN MTR SBK 
19,10,BDE DDZD EDN EGH EGHM MES RSD SN VDL ZLW 
20,6,BGN CVM KMR NH SGL ZVB 
21,7,GS HB KRD KRG ODB RB SOG 
22,5,ARN BZL KBD MDB VK 
23,2,VS VSS 
