hopcount,size,stations
1,6,DT GD GVC GVMW LAA LEDN 
2,17,ASD DTCP GDG GVM HAD HFD LDL RSW RTD SDM SHL SSH UT VB VH WADT ZTM 
3,30,AH AMF APN ASB ASDL ASDZ ASS BD DB DDR ED HIL HLM HT KLP MAS NVP RSD RTA RTB RTN UTM UTO UTVR UTZL VST WAD WD YPB ZTMO 
4,51,AHP AHZ ALM AMFS APD ASHD BDG BGN BHV BKL BLL BNK BSK CPS DDRS DDZD DR DV DVD DVNK EDC EHV EST ETN GZ HLMS HN HOR HTO HVL HVSP LLZM MRN NKK NM NS O OVN PMR RAI RTZ TB UTLN VG VTN WADN WF ZD ZL ZLW ZV 
5,64,AC AHPR ALMB ALMO ALMP AML APDM APDO ASA ASN AVAT BDPB BMN BNN BSKS DID DL DLD DMNZ DVC GP GS HD HDE HGV HM HMBV HNK HNO HTN HVS HWZB KRG KZ LLS MP NMGO NMH NML NWK OST OT OTB PMO PT RAT RB RLB RS RTST RVS SDTB SPTZ TBR UTT VNDW WT WTV WV ZDK ZLSH ZP ZVB ZVT 
6,54,AKM AMRI ARN ASDM BL BNC BRD BTL BZL DN DRON DVN EML GN HKS HMBH HMH HON HR HRN HTNC HVSM HZE KBD KBK KPN LC LW MDB MMLH NMD NVD ODB OMN OW PMW RM SDT SPTN STZ SWK TBU TWL UTLR VD VNDC VP VZ WC WH WL WP WZ ZZS 
7,44,AMPO ASSP BET BKG BN BNZ CK CL DA DEI DRH DTCH EC FN FWD GERP GND GNN GO GW HBZM HDB HDG HRT KPNZ LWC MG MRB MZ NDB RH RHN RL RSN SKND SM ST STD SWD VEM VS VSS ZH ZWD 
8,36,ALMM BDM BF BHDV BKF BMR BP BR BSMZ BV CO DDN DMN DRP DTC DWE EHS GBG GDM GK GLN HLG HRL KW LTN LTV LUT MT RV SD SDA SK SRN VHP WDN WSM 
9,25,BK BRN DLN EKZ EMNZ GDR GR HGLG HK HLGH HRLW IJT LG MTH MTN MTR SBK STM TPSW UST VL VLB WFM WS ZBM 
10,21,AKL APG BDE EDN EGH EGHM EMN HGL HGZ LP MES NSCH SN TBG TG TL UHZ UTG VDL VRY WK 
11,19,CAS CVM DZ DZW ES ESK HGLO HNP KMA KMR KTR LDM NH ODZ SGL UHM VSV WR ZB 
12,14,AMR ATN BSD ESE HB HLO KMW KRD LEER OP RD SOG VDM WM 
13,7,AMRN EEM GBR HMN STV VK WW 
14,3,HWD WWW ZA 
15,2,OBD SGN 
16,1,ANA 
17,1,HDRZ 
18,1,HDR 
