hopcount,size,stations
1,2,BD TBR 
2,6,BDPB DDR ETN RSD RTD TBU 
3,14,BGN DDRS DT DTCP GD ODB RTA RTB RTN SDM SHL TB ZLW ZWD 
4,16,BRD CPS DDZD EHV GDG GS GV HT KRG LLZM OT RB RSW SDTB WADT ZVB 
5,21,ARN BTL BZL GP GVC GVMW HM HMBV HTO KBD LAA LEDN MDB NWK O RLB SDT UT WAD WT ZBM 
6,37,AMF ASA ASB ASD BET DN DVD GDM GND GVM HAD HBZM HFD HMBH HMH HZE LDL MAS NM RM RS RTST RTZ RVS SSH UTLR UTM UTO UTZL VB VG VH VS VSS WADN WD ZTM 
7,40,AH AMFS ASDM ASDZ ASHD ASS BDG BHDV BHV BKL BSD BSKS CL DMNZ EC EHS EST HIL HLM HOR HRT HVL HVSP MZ NKK NMH NML NS NVP OW RAI SM STD TPSW UTT VST WC YPB ZL ZTMO 
8,48,AC AHP AHZ ASDL ASN ASSP AVAT BLL BNN BR BSK DL DLD DR DVNK ED GLN GR HD HDE HGV HLMS HN HNO HRL HTNC HVS HWZB KPNZ LDM LUT MMLH MP MT NMD OTB OVN PMR PT RAT RV SRN TL VTN WV ZD ZLSH ZV 
9,43,AHPR AKL AKM APN BK BL BMN BNC CAS CK DID DMN EDC EML GN HNK HR HRLW HRN HTN HVSM KPN KTR KZ LG LW MTN MTR NDB NMGO OMN PMO SBK SPTZ STZ SWK VL WF WTV WZ ZDK ZP ZVT 
10,43,AMPO AMR APD BDE BMR BNZ BSMZ DEI DV DVN EDN EGH EGHM FN FWD GERP GNN GW HDG HKS HLO LC LTN LWC MES MG OP PMW SKND SN SPTN ST SWD TG UTLN VD VDL VEM VP WL WP ZH ZZS 
11,34,ALMM AML AMRN APDO BDM BF BKG BP CVM DRH DRP DTCH DVC DWE GK GO HLG HMN KBK KMR KW NH OST RH RL SD SDA SGL SK TWL UTVR VLB WM WSM 
12,27,ALM AMRI APDM BKF BNK BRN BV DDN DTC HB HLGH HON HWD IJT KMA KRD LTV MTH SOG STM UST VRY VZ WFM WH WS ZA 
13,21,ALMB ALMO ALMP APG DA DB EKZ GDR HGLG HGZ HK LLS LP NSCH OBD RSN SGN UHZ UTG VK WK 
14,14,ANA DRON DZ DZW HGL HNP KLP MRN TBG UHM VHP WDN WR ZB 
15,14,BN ES ESK HDRZ HGLO KMW LEER MRB NVD ODZ RD VDM VNDW VSV 
16,7,ATN EEM ESE HDB HDR STV VNDC 
17,5,CO GBG GBR RHN WW 
18,3,DLN EMNZ WWW 
19,1,EMN 
