hopcount,size,stations
1,2,DV HON 
2,6,AMF APD OST RSN TWL ZP 
3,17,AMFS APDM APDO BMN BRN DLD DR HVL HVS LC NKK UT VD VEM WD WDN WH 
4,28,AH AML ASD AVAT BDG BHV BNN DB DVD GD GDG GO HVSM HVSP KBK MAS NDB NVD PT RH RL SD STZ UTLR UTM UTVR UTZL ZL 
5,52,AHZ ALMO AMPO AMRI APN ASA ASB ASDZ ASN ASS BKL BNC BNK BSMZ DL ED EST GV GVC HD HGL HGV HLM HNO HOR KPNZ LLS LLZM LTV MP MRN NM NS NWK OTB RAI RAT RTA RTD ST UTLN UTO UTT VB VP VZ WADT WC WP WV WZ ZLSH 
6,60,AC AHPR AKM ALMB ALMM ASDL ASHD BL BLL BN BSK CPS DA DMN DMNZ DRON DT DTCP EDC EML ES ESK GN GVMW HAD HDE HGLG HGLO HN HR HRN HTN HWZB KLP KPN LAA LDL LW NMGO NMH NML O ODZ OMN OVN PMR RTB RTN RVS SDM SHL SWK VNDW VTN WAD WF WWW ZA ZD ZTMO 
7,44,AHP ALM ASSP BSKS CAS DDN DEI ESE FN FWD GERP GNN GW HDG HFD HIL HLMS HMN HNK HT HTNC KZ LEDN LTN LWC MG MMLH NMD OW PMO RSW RTZ SKND SPTZ SWD VHP VNDC WADN WW YPB ZDK ZH ZTM ZVT 
8,37,ALMP AMR ASDM ATN BDM BF BNZ BP CK CL DRP DVNK DWE EHV GBR GK HKS HLG HLO KW MRB NVP OP PMW RHN RLB RS RTST SDA SK SPTN TB VG VH WSM WTV ZZS 
9,27,AMRN BD BKG BMR BRD BTL DRH DVN GP HDB HLGH HM HMBV HTO IJT KTR MTH SSH STM TBU UST VST VSV WFM WM WS WT 
10,24,APG BDPB BET BKF CO ETN GBG GVM HGZ HMBH HMH HWD HZE KMA LP NSCH OT RSD TBR TL UHZ VLB WK ZV 
11,21,BGN DID DLN DZ DZW EHS EKZ EMNZ GZ HNP MZ OBD ODB SGN TPSW UHM UTG VRY WR ZB ZLW 
12,14,ANA BR EMN GDM GS HK KMW KRG LEER RB RD VDM WL ZVB 
13,13,ARN BSD BV BZL DTCH EEM HDRZ HRT KBD MDB STV VL ZBM 
14,7,DN DTC HDR LDM TG VS VSS 
15,3,AKL GDR RV 
16,3,GR SM TBG 
17,2,BHDV RM 
18,3,EC GND STD 
19,7,GLN HBZM HRL LUT MT SDT SRN 
20,7,BK HRLW LG MTN MTR SBK SDTB 
21,8,BDE DDRS EDN EGH EGHM MES SN VDL 
22,5,CVM DDR KMR NH SGL 
23,5,DDZD HB KRD SOG ZWD 
24,1,VK 
