hopcount,size,stations
1,2,RLB RTZ 
2,2,BRD RTB 
3,2,RTD ZWD 
4,8,DDR DT DTCP GD RTA RTN SDM SHL 
5,17,ASB ASD ASDL ASDZ ASS BD CPS DDRS DDZD GDG GV LLZM RSD RSW UT WADT ZLW 
6,31,AH AMF ASHD BDPB BGN DB DVD ED EHV ETN GVC GVMW GZ HN KLP LAA LEDN MAS NWK PMR RAI SDTB TB UTM UTO UTVR UTZL WAD WD ZD ZVB 
7,46,AHP AMFS APD ASA BHV BKL BNK DMNZ DR DV EDC GP GS GVM HAD HFD HM HMBV HNK HOR HVL HVSP KRG KZ LDL MRN NKK NS ODB OT PMO RB SDT SSH TBR UTLN VB VH VTN WADN WF WT ZDK ZL ZTM ZV 
8,55,AC AHPR AML APDM APDO ARN ASDM ASN AVAT BMN BNN BSKS BTL BZL DID DL DLD DN DVC GND HBZM HD HDE HGV HIL HKS HLM HMBH HMH HNO HTN HVS HZE KBD KPNZ MDB MP NVP OST OTB PMW PT RAT RM TBU UTT VNDW VST WTV WV YPB ZLSH ZP ZTMO ZZS 
9,46,AKM AMRI ASSP BET BHDV BKG BL BLL BNC BSK DVN DVNK EC EML GN HLMS HON HR HRN HRT HTNC HVSM KBK KPN LC LW MZ NDB NVD OMN OVN SM STD STZ SWK TWL UTLR VD VNDC VP VS VSS VZ WH WL WZ 
10,43,AMPO APN BKF BN BNZ BR BSMZ DA DEI DMN DTCH EHS FN FWD GERP GLN GNN GO GR GW HDB HDG HRL HWZB LUT LWC MG MRB MT RH RHN RL RSN RV SKND SPTZ SRN ST SWD VEM WP ZH ZVT 
11,32,AKL ALMM BDG BDM BF BK BP CO DDN DRP DTC DWE EKZ GBG GK HLG HRLW KW LG LTN LTV MTN MTR SBK SD SDA SK SPTN VHP VL WDN WSM 
12,23,ALM BDE BRN DLN DRH EDN EGH EGHM EMNZ GDR HGLG HLGH IJT LDM MES MTH SN STM TG UST VDL WFM WS 
13,19,ALMB ALMO ALMP APG BSD BV CVM EMN HGL HGZ KMR LLS LP NH NSCH SGL TBG UHZ WK 
14,17,DRON DZ DZW ES ESK GDM HB HGLO HK HNP KRD ODZ SOG UHM VSV WR ZB 
15,11,ATN CL ESE KMW LEER RD TPSW UTG VDM VK ZBM 
16,8,CAS EEM GBR HT KMA STV TL WW 
17,8,AMR HLO HTO KTR O VG WM WWW 
18,4,AMRN OP RS RVS 
19,4,HMN HWD OW WC 
20,3,OBD SGN ZA 
21,2,ANA EST 
22,4,AHZ HDRZ NM NML 
23,3,HDR NMGO NMH 
24,2,MMLH NMD 
25,1,CK 
26,1,BMR 
27,1,VLB 
28,1,VRY 
