hopcount,size,stations
1,7,GD GV LAA LEDN SHL VB ZTM 
2,19,ASB ASD ASDL ASDZ ASS DT GDG GVM GVMW HAD HFD LDL NWK SSH UT VH WADT YPB ZTMO 
3,30,AH ALM AMF APN ASHD DB DTCP DVD ED HIL HLM HN HT KLP LLZM MAS NVP PMR RAI RSW RTD SDM UTM UTO UTVR UTZL VST WAD WD ZD 
4,50,AC AHP AHZ ALMB ALMO ALMP AMFS APD ASA BD BDG BHV BKL BLL BNK BSK DDR DMNZ DR DV DVNK EDC EST HLMS HNK HOR HTO HVL HVSP KZ LLS MRN NKK NM NS O OVN PMO RSD RTA RTB RTN UTLN VG VTN WADN WF ZDK ZL ZV 
5,54,AHPR AML APDM APDO ASDM ASN AVAT BGN BMN BNN BSKS CPS DDRS DDZD DID DL DLD DRON DVC EHV ETN GZ HD HDE HGV HKS HNO HTN HVS HWZB MP NMGO NMH NML OST OTB PMW PT RAT RS RTZ RVS SPTZ TB UTT VNDW WP WTV WV ZLSH ZLW ZP ZVT ZZS 
6,53,AKM AMPO AMRI ASSP BDPB BKG BL BNC DVN EML GN GP GS HM HMBV HON HR HRN HTNC HVSM KBK KPN KPNZ KRG LC LW MMLH NDB NMD NVD OMN OT OW RB RLB RTST SDTB SPTN STZ SWK TBR TWL UTLR VD VNDC VP VZ WC WH WL WT WZ ZVB 
7,46,ALMM ARN BKF BN BNZ BRD BSMZ BTL BZL CK CL DA DEI DMN DN DRH DTCH FN FWD GERP GNN GO GW HDB HDG HMBH HMH HZE KBD LWC MDB MG MRB ODB RH RHN RL RM RSN SDT SKND ST SWD TBU VEM ZH 
8,35,BDM BET BF BMR BP BV CO DDN DRP DTC DWE EC EKZ GBG GDM GK GND HBZM HLG HRT KW LTN LTV MZ SD SDA SK SM STD VHP VS VSS WDN WSM ZWD 
9,25,BHDV BR BRN DLN EHS EMNZ GDR GLN HGLG HK HLGH HRL IJT LUT MT MTH RV SRN STM TPSW UST VLB WFM WS ZBM 
10,20,APG BK EMN GR HGL HGZ HRLW LG LP MTN MTR NSCH SBK TBG TL UHZ UTG VL VRY WK 
11,23,AKL BDE CAS DZ DZW EDN EGH EGHM ES ESK HGLO HNP KMA KTR MES ODZ SN TG UHM VDL VSV WR ZB 
12,15,AMR ATN CVM ESE HLO KMR KMW LDM LEER NH OP RD SGL VDM WM 
13,10,AMRN BSD EEM GBR HB HMN KRD SOG STV WW 
14,4,HWD VK WWW ZA 
15,2,OBD SGN 
16,1,ANA 
17,1,HDRZ 
18,1,HDR 
