hopcount,size,stations
1,2,HZE WT 
2,2,GP RM 
3,4,EC EHV SM STD 
4,12,BD EHS GLN HM HMBV HRL HT LUT MT RV SRN TB 
5,21,BDPB BET BK DDR DN ETN HMBH HMH HRLW HTO LG MTN MTR O RSD RTD SBK TBU TG UT ZBM 
6,39,AMF ASA ASB ASD BDE BGN BTL DDRS DT DTCP DVD EDN EGH EGHM GD GDG GDM HRT MAS MES NM ODB RS RTA RTB RTN RVS SDM SN TBR UTLR UTM UTO UTZL VDL VL WD ZLW ZWD 
7,49,AH AMFS ASDM ASDZ ASHD ASS BDG BHV BKL BR BRD BSD CL CPS CVM DDZD DMNZ EST GS GV GZ HLM HOR HVL HVSP KMR KRG LLZM NH NKK NMH NML NS NWK OT OW RAI RB RSW SDTB SGL SHL TPSW UTT VG WADT WC ZL ZVB 
8,54,AC AHP AHZ APN ARN ASDL ASN ASSP AVAT BLL BNN BZL DL DLD DR ED GVC GVMW HAD HB HD HDE HFD HGV HN HNO HTNC HVS HWZB KBD KPNZ KRD LAA LDM MDB MMLH MP NMD OTB OVN PMR PT RAT RLB SOG TL VRY VTN WAD WV ZD ZLSH ZTMO ZV 
9,49,AHPR AKL AKM BL BMN BNC BSK CAS DID DMN EDC EML GN GVM HLMS HNK HR HRN HTN HVSM KPN KTR KZ LDL LW NDB NMGO NVP OMN PMO RTST RTZ SPTZ STZ SWK VB VK VLB VS VSS WADN WF WTV WZ YPB ZDK ZP ZTM ZVT 
10,38,AMPO AMR APD BMR BNZ BSKS BSMZ DEI DV DVN FN FWD GERP GNN GR GW HDG HKS HLO LC LEDN LTN LWC MG OP PMW SKND SPTN ST SWD UTLN VD VEM VP WL WP ZH ZZS 
11,34,ALMM AML AMRN APDO BDM BF BHDV BKG BP CK DRH DRP DTCH DVC DVNK DWE GK GO HLG HMN KBK KW OST RH RL SD SDA SK SSH TWL UTVR VH WM WSM 
12,25,ALM AMRI APDM BKF BNK BRN DDN DTC GND HIL HLGH HON HWD IJT KMA LTV MTH STM UST VST VZ WFM WH WS ZA 
13,21,ALMB ALMO ALMP APG DA DB EKZ GDR HBZM HGLG HGZ LLS LP NSCH OBD RSN SDT SGN UHZ UTG WK 
14,15,ANA DRON DZ DZW HGL HK HNP KLP MRN TBG UHM VHP WDN WR ZB 
15,15,BN BV ES ESK HDRZ HGLO KMW LEER MRB NVD ODZ RD VDM VNDW VSV 
16,7,ATN EEM ESE HDB HDR STV VNDC 
17,5,CO GBG GBR RHN WW 
18,3,DLN EMNZ WWW 
19,1,EMN 
