hopcount,size,stations
1,2,BD RSD 
2,8,BDPB BGN DDR EHV GZ ODB RTD TB 
3,22,DDRS DT DTCP GD GP GS HM HMBV HT KRG OT RB RTA RTB RTN SDM SHL TBR WT ZLW ZVB ZWD 
4,26,ARN ASDL ASS BRD BTL BZL CPS DDZD DN GDG GV HMBH HMH HTO HZE KBD LLZM MDB O RM RSW SDTB TBU UT WADT ZBM 
5,35,AMF ASA ASB ASD BET DVD EC GDM GVC GVMW HN HRT LAA LEDN MAS MZ NM NWK PMR RLB RS RVS SDT SM STD UTLR UTM UTO UTZL VG VS VSS WAD WD ZD 
6,49,AH AMFS ASDM ASDZ ASHD BHV BKL BR BSD CL DMNZ EHS EST GLN GND GVM HAD HBZM HFD HNK HOR HRL HVL HVSP KZ LDL LUT MT NKK NMH NML NS OW PMO RAI RTST RTZ RV SRN SSH TPSW UTT VB VH WADN WC ZDK ZL ZTM 
7,47,AC AHP AHZ ASN ASSP AVAT BHDV BK BNN BSKS DL DLD DR ED HD HDE HGV HIL HKS HLM HNO HRLW HTNC HVS KPNZ LG MMLH MP MTN MTR NMD NVP OTB PMW PT RAT SBK TL VL VST VTN WV YPB ZLSH ZTMO ZV ZZS 
8,42,AHPR AKM BDE BKG BL BLL BMN BNC BSK CK DID DMN DVNK EDC EDN EGH EGHM EML GN GR HLMS HR HRN HTN HVSM KPN KTR LW MES NDB NMGO OMN OVN SN STZ SWK TG VDL WF WTV WZ ZP 
9,39,AKL AMPO APD APN BKF BMR BNZ BSMZ CVM DEI DV DVN FN FWD GERP GNN GW HDG HWZB KMR LC LTN LWC MG NH OP SGL SKND SPTZ ST SWD UTLN VD VEM VP WL WP ZH ZVT 
10,33,ALMM AML APDO BDG BDM BF BP DRP DTCH DVC DWE EKZ GK GO HB HLG HMN KBK KRD KW LDM OST RH RL SD SDA SK SOG SPTN TWL UTVR VLB WSM 
11,22,ALM AMRI APDM BNK BRN DDN DRH DTC HLGH HON IJT LTV MTH STM UST VK VRY VZ WFM WH WS ZA 
12,16,ALMB ALMO ALMP APG BV DA DB GDR HGLG HGZ LLS LP NSCH RSN UHZ WK 
13,14,DRON DZ DZW HGL HK HNP KLP MRN TBG UHM VHP WDN WR ZB 
14,14,BN ES ESK HGLO KMW LEER MRB NVD ODZ RD UTG VDM VNDW VSV 
15,8,ATN CAS EEM ESE HDB KMA STV VNDC 
16,8,AMR CO GBG GBR HLO RHN WM WW 
17,4,AMRN DLN EMNZ WWW 
18,2,EMN HWD 
19,2,OBD SGN 
20,1,ANA 
21,1,HDRZ 
22,1,HDR 
