hopcount,size,stations
1,2,HLM HWZB 
2,4,ASS BLL HAD OVN 
3,10,ASD ASDL HIL HN LEDN PMR SHL SPTZ ZD ZVT 
4,20,ALM ASA ASB ASDM ASDZ DVNK GV GVC HFD HNK HVS KZ LAA LDL PMO SPTN SSH UT VH ZDK 
5,30,AC ALMB ALMO ALMP AMF APN ASHD ASSP BRN DB DRH DT DVD GVMW HKS HT HVSP KLP LLS MAS NVP PMW UTLR UTM UTO UTVR VB VST ZTM ZZS 
6,39,AMFS APD BDG BHV BKG BKL BNK BSK BV DMN DMNZ DRON DTCP DV EHV GVM HGV HOR HTO HVL MRN NKK NS O RAI RSW RTD SD SDM TB UTLN UTT UTZL VG WM WV YPB ZL ZTMO 
7,44,AML APDM APDO ASN AVAT BD BKF BL BNN BSKS BTL DDR DL DVC GP HD HDE HK HM HMBV HNO HR HTN KPNZ LLZM LW MP OST PT RAT RS RSD RTB RTN RVS ST TBU VNDW VTN WD WP WT ZLSH ZP 
8,52,AKM AMPO AMRI BET BGN BMN BNC DDRS DDZD DEI DN EKZ EML ETN FN FWD GN GW GZ HDG HMBH HMH HON HRN HTNC HZE KBK KPN LC LWC MG NDB NVD OMN OT OW RM RTZ SKND STZ SWK TBR TWL UTG VD VNDC VZ WADN WC WH WZ ZLW 
9,40,ALMM BDPB BN BNZ BP BSMZ CAS CL DA DLD DRP DWE EC EHS GERP GNN GO GS HDB HLG HRT KMA KRG MRB MZ RB RHN RL RLB RSN RTST SDTB SK SM STD SWD VEM WAD ZH ZVB 
10,34,AMR ARN BDM BF BR BRD BZL CO DDN GBG GDM GK GLN HLGH HLO HRL HVSM IJT KBD KW LTN LTV LUT MDB MT ODB RV SDA SDT SRN VHP WADT WDN WSM 
11,28,AMRN BK BSD DLN EDC EMNZ GD GND HBZM HGLG HRLW LG MTH MTN MTR SBK STM TPSW UST VL VS VSS WFM WK WS WWW ZBM ZWD 
12,25,APG BDE BHDV ED EDN EGH EGHM EMN GDG HGL HGZ HNP HWD LDM LP MES NSCH NWK RTA SN TG TL UHZ VDL WW 
13,21,AH AKL CPS CVM DZ DZW ES ESK HGLO KMR KMW KTR NH OBD ODZ SGL SGN UHM WF WR ZB 
14,18,AHP AHZ ANA DR ESE EST GR HB KRD LEER NM OP OTB RD SOG STV VDM ZV 
15,11,AHPR DID EEM GBR HDRZ HMN NMGO NMH NML VK WTV 
16,7,DVN HDR MMLH NMD VP WL ZA 
17,3,CK DTCH RH 
18,2,BMR DTC 
19,2,GDR VLB 
20,2,TBG VRY 
21,1,VSV 
22,1,ATN 
