hopcount,size,stations
1,2,ES GBR 
2,2,ESK HGL 
3,5,AML BN HGLG HGLO ODZ 
4,6,AMRI DDN DV NVD VZ WDN 
5,6,DA GO OST RAT RSN TWL 
6,7,APDO HNO HON LC VHP WH ZL 
7,14,ALMO ASN DVC HD HGV KPNZ LLS MP MRB NS WV WZ ZLSH ZP 
8,21,AKM ALM ALMB APD BL BMN DR DRON EML GN HDB HDE HR HRN KPN LW NKK OMN SWK VD VEM 
9,23,AH ALMM ALMP AMF CO DEI DL FN FWD GBG GERP GNN GW HDG KBK LWC MG PT RH RL SKND SWD ZH 
10,30,AHZ AMFS AMPO APDM BDM BF BP BRN DLD DLN DRP DWE ED EMNZ EST GK HLG HVL HVS KW LTV NM OTB SDA SK UT VP WC WD WSM 
11,37,AHPR ASD AVAT BDG BHV DB DVD EDC EMN GD GDG HLGH HVSM HVSP IJT KLP MAS MTH NDB NMGO NMH NML O RVS SD STM STZ UST UTLR UTM UTVR UTZL WF WFM WS WWW ZA 
12,39,AHP APG APN ASA ASB ASDZ ASS BKL BNK BSMZ GV GVC HGZ HLM HMN HOR HT LLZM LP LTN MMLH MRN NMD NSCH NWK OW RAI RTA RTD ST UHZ UTLN UTO UTT VB WADT WK WP WW 
13,43,AC ASDL ASHD ATN BLL BNZ BSK CK CPS DMN DMNZ DT DTCP DZ DZW EHV GVMW HAD HN HNP HTN HWZB LAA LDL OP OVN PMR RS RTB RTN SDM SHL TB UHM VG VNDW VTN WAD WR WTV ZB ZD ZTMO 
14,37,ASSP BD BMR BNC BSKS BTL CAS DVN GP HFD HIL HLMS HM HMBV HNK HTNC HTO KMW KTR KZ LEDN LEER PMO RD RSW RTZ SPTZ TBU VDM VNDC VSV WADN WT YPB ZDK ZTM ZVT 
15,28,AMR ASDM BDPB BET BNN DVNK EEM ETN HKS HLO HMBH HMH HZE NVP OT PMW RHN RLB RSD RTST SPTN STV TBR TL VH VLB ZV ZZS 
16,15,AMRN BGN BKG DID DRH EHS GZ MZ ODB SSH TPSW VRY VST WM ZLW 
17,11,BKF BR GDM GS GVM HWD KMA KRG RB WL ZVB 
18,14,ARN BSD BZL CL DTCH EKZ HRT KBD MDB OBD SGN UTG VL ZBM 
19,8,ANA DN DTC HK LDM TG VS VSS 
20,5,AKL BV GDR HDRZ RV 
21,4,GR HDR SM TBG 
22,2,BHDV RM 
23,3,EC GND STD 
24,7,GLN HBZM HRL LUT MT SDT SRN 
25,7,BK HRLW LG MTN MTR SBK SDTB 
26,8,BDE DDRS EDN EGH EGHM MES SN VDL 
27,5,CVM DDR KMR NH SGL 
28,5,DDZD HB KRD SOG ZWD 
29,2,BRD VK 
