hopcount,size,stations
1,3,AH DID DVN 
2,9,AHZ ED EST NM OTB UT WC WL WTV 
3,23,AHP ASA ASB DB DTCH DVD EDC GD GDG KLP MAS NMGO NMH NML O RVS UTLR UTM UTO UTZL WD WF ZA 
4,26,AHPR ASDZ ASHD BDG BKL BNK DTC GV GVC HMN HOR HT LLZM LTN MMLH MRN NMD NWK OW RAI RTA RTD SHL UTT VB WADT 
5,25,AC APN BNZ CK CPS DT DTCP EHV GDR GVMW HFD LAA OP RS RTB RTN SDM TB UTVR VG VNDW VP VTN WAD ZTMO 
6,23,BD BMR BNC BSK BTL GP HM HMBV HTO KTR LDL NVP RH RSW RTZ TBG TBU UTLN VNDC WADN WT YPB ZTM 
7,19,BDPB BET BNN BSKS DR ETN HMBH HMH HTN HZE LEDN OT RHN RSD RTST TBR TL VLB VSV 
8,16,ATN BGN BMN DVNK EHS GZ HTNC HVL MZ ODB SSH TPSW VH VRY ZLW ZP 
9,15,AMF APD BR DV GDM GS HIL KRG LC RB VD VEM VST WW ZVB 
10,25,AMFS AML APDO ARN BRN BSD BZL CL DLD DVC GO GVM HRT HVS KBD KBK MDB NKK NS OST RL TWL VL WWW ZBM 
11,22,AMRI APDM ASD AVAT BHV DDN DN HD HON HVSM HVSP LDM LTV NDB PT SD STZ TG VS VSS VZ WH 
12,13,AKL AMPO ASS BSMZ DA EML HGLG HLM RSN RV ST WP ZL 
13,26,ALMM ASDL ASN BLL DL DMN DMNZ GR HAD HGL HGV HN HNO HWZB KPNZ MP OVN PMR RAT SM VHP WDN WV WZ ZD ZLSH 
14,30,AKM ALM ASSP BHDV BL BN CAS DRON ES ESK GN HDE HGLO HLMS HNK HR HRN KPN KZ LW MRB NVD ODZ OMN PMO RM SPTZ SWK ZDK ZVT 
15,28,ALMB ALMO ALMP AMR ASDM DEI EC ESE FN FWD GERP GND GNN GW HDB HDG HKS HLO LLS LWC MG PMW SKND SPTN STD SWD ZH ZZS 
16,25,AMRN BDM BF BKG BP CO DRH DRP DWE GBG GBR GK GLN HBZM HLG HRL KW LUT MT SDA SDT SK SRN WM WSM 
17,19,BK BKF DLN EMNZ HLGH HRLW HWD IJT KMA LG MTH MTN MTR SBK SDTB STM UST WFM WS 
18,19,APG BDE DDRS EDN EGH EGHM EKZ EMN HGZ LP MES NSCH OBD SGN SN UHZ UTG VDL WK 
19,13,ANA CVM DDR DZ DZW HK HNP KMR NH SGL UHM WR ZB 
20,11,BV DDZD HB HDRZ KMW KRD LEER RD SOG VDM ZWD 
21,5,BRD EEM HDR STV VK 
22,1,RLB 
