hopcount,size,stations
1,2,GDM HTNC 
2,4,BSD HTN TPSW ZBM 
3,4,HT LDM TL UTLN 
4,8,AKL EHV HTO KTR O TB UTVR VG 
5,13,BD BNK BTL GP GR HM HMBV OP RS RVS TBU UT WT 
6,28,AMF ASA ASB ASD BDPB BET BHDV DB DN DVD ETN GD GDG HMBH HMH HMN HZE MAS OT OW RM TBR UTLR UTM UTO UTZL WC WD 
7,41,AMFS APD ASDM ASDZ ASHD ASS BDG BHV BKL DMNZ DV EC ED EHS GND GV GVC GZ HLM HOR HRT HVL HVSP KLP LLZM MRN MZ NKK NS NWK RAI RTA RTD SHL SM STD UTT VB WADT ZA ZL 
8,57,AC AML APDM APDO APN ASDL ASN ASSP AVAT BLL BNN BR CPS DL DLD DT DTCP DVC EDC EST GLN GVMW HAD HBZM HD HDE HFD HGV HN HNO HRL HVS HWZB KPNZ LAA LUT MP MT OST OVN PMR PT RAT RTB RTN RV SDM SDT SRN VNDW VTN WAD WF WV ZD ZLSH ZTMO 
9,52,AH AHZ AKM AMRI BK BL BNC BSK CAS DMN EML GN HLMS HNK HON HR HRLW HRN HVSM KBK KPN KZ LDL LG LTN LW MTN MTR NDB NM NML NVD NVP OMN PMO RSW SBK SDTB SPTZ STZ SWK TWL VL VNDC VZ WADN WH WZ YPB ZDK ZTM ZVT 
10,46,AHP AMPO AMR BDE BNZ BSKS BSMZ DA DDRS DEI DR EDN EGH EGHM FN FWD GERP GNN GW HDB HDG HKS HLO LEDN LWC MES MG MRB NMGO NMH OTB PMW RHN RSN SKND SN SPTN ST SWD TG VDL VEM WP ZH ZV ZZS 
11,36,AHPR ALMM AMRN BDM BF BKG BMN BP CO CVM DDR DID DRH DRP DVNK DWE GBG GK HLG KMR KW MMLH NH NMD SD SDA SGL SK SSH VH VHP WDN WM WSM WTV ZP 
12,29,ALM BKF BRN CK DDZD DLN DVN EMNZ HB HIL HLGH HWD IJT KMA KRD LC MTH RSD SOG STM UST VD VP VST WFM WL WS ZLW ZWD 
13,25,ALMB ALMO ALMP APG BGN BMR BRD DTCH EKZ EMN GO GVM HGZ LLS LP NSCH OBD RH RL SGN UHZ UTG VK WK ZVB 
14,18,ANA DDN DRON DTC DZ DZW GS HK HNP KRG LTV ODB RB RLB UHM VLB WR ZB 
15,15,ARN BV BZL GDR HDRZ HGLG KBD KMW LEER MDB RD RTST RTZ VDM VRY 
16,7,EEM HDR HGL STV TBG VS VSS 
17,6,BN ES ESK HGLO ODZ VSV 
18,2,ATN ESE 
19,2,GBR WW 
20,1,WWW 
