hopcount,size,stations
1,3,DDR RTD RTZ 
2,14,BD DDRS DDZD DT DTCP GD RLB RSD RTA RTN RTST SDM SHL ZLW 
3,21,ASB ASD ASDL ASDZ ASS BDPB BGN BRD CPS EHV ETN GDG GV GZ LLZM RSW SDTB TB UT WADT ZVB 
4,35,AH AMF ASHD DB DVD ED GP GS GVC GVMW HM HMBV HN KLP KRG LAA LEDN MAS NWK ODB OT PMR RAI RB SDT TBR UTM UTO UTVR UTZL WAD WD WT ZD ZWD 
5,48,AHP AMFS APD ARN ASA BHV BKL BNK BTL BZL DMNZ DN DR DV EDC GND GVM HAD HBZM HFD HMBH HMH HNK HOR HVL HVSP HZE KBD KZ LDL MDB MRN NKK NS PMO RM SSH TBU UTLN VB VH VTN WADN WF ZDK ZL ZTM ZV 
6,51,AC AHPR AML APDM APDO ASDM ASN AVAT BET BHDV BMN BNN BSKS DID DL DLD DVC EC HD HDE HGV HIL HKS HLM HNO HRT HTN HVS KPNZ MP MZ NVP OST OTB PMW PT RAT SM STD UTT VNDW VS VSS VST WTV WV YPB ZLSH ZP ZTMO ZZS 
7,46,AKM AMRI ASSP BKG BL BLL BNC BR BSK DVN DVNK EHS EML GLN GN GR HLMS HON HR HRL HRN HTNC HVSM KBK KPN LC LUT LW MT NDB NVD OMN OVN RV SRN STZ SWK TWL UTLR VD VNDC VP VZ WH WL WZ 
8,43,AKL AMPO APN BK BKF BN BNZ BSMZ CL DA DEI DMN DTCH FN FWD GERP GNN GO GW HDB HDG HRLW HWZB LG LWC MG MRB MTN MTR RH RHN RL RSN SBK SKND SPTZ ST SWD VEM VL WP ZH ZVT 
9,33,ALMM BDE BDG BDM BF BP CO DDN DRP DTC DWE EDN EGH EGHM EKZ GBG GK HLG KW LDM LTN LTV MES SD SDA SK SN SPTN TG VDL VHP WDN WSM 
10,19,ALM BRN BSD CVM DLN DRH EMNZ GDR HGLG HLGH IJT KMR MTH NH SGL STM UST WFM WS 
11,18,ALMB ALMO ALMP APG BV EMN GDM HB HGL HGZ KRD LLS LP NSCH SOG TBG UHZ WK 
12,16,DRON DZ DZW ES ESK HGLO HK HNP ODZ TPSW UHM VK VSV WR ZB ZBM 
13,9,ATN ESE HT KMW LEER RD TL UTG VDM 
14,10,CAS EEM GBR HTO KMA KTR O STV VG WW 
15,7,AMR HLO OP RS RVS WM WWW 
16,4,AMRN HMN OW WC 
17,2,HWD ZA 
18,3,EST OBD SGN 
19,4,AHZ ANA NM NML 
20,3,HDRZ NMGO NMH 
21,3,HDR MMLH NMD 
22,1,CK 
23,1,BMR 
24,1,VLB 
25,1,VRY 
