hopcount,size,stations
1,2,DVD WP 
2,7,AMPO ASA ASB ASDZ NDB RAI UT 
3,18,ALMM ASD ASDM ASHD BSMZ DB GD GDG HT HVS KLP MAS SHL UTLR UTM UTO UTVR WD 
4,29,AC ALM AMF ASS ASSP BDG BHV BKL BNK BRN EHV GVC HFD HLM HTO HVSM HVSP LEDN MRN NWK O RTA RTD TB UTLN UTT UTZL VG WADT 
5,46,ALMB ALMO ALMP AMFS APD ASDL BD BLL BTL CPS DDR DMN DV DVNK GP GV HAD HM HMBV HN HOR HTN HVL HWZB LAA LDL LLS NKK NS NVP OVN PMR RS RSD RTB RTN RVS SD TBU VB VNDW VTN WT ZD ZL ZTM 
6,55,AML APDM APDO APN ASN AVAT BDPB BET BGN BNN CAS DDZD DL DN DRON DT DVC ETN GVMW HD HDE HGV HIL HLMS HMBH HMH HNK HNO HTNC HZE KZ MP OST OT OW PMO PT RAT RM RTZ SPTZ SSH ST TBR VNDC VST WC WV YPB ZDK ZLSH ZLW ZP ZTMO ZVT 
7,52,AKM AMR AMRI BL BMN BNC BSK CL DTCP EC EHS EML GN GS GVM GZ HKS HLO HON HR HRN HRT KBK KPN KPNZ KRG LC LLZM LW MZ NVD OMN PMW RB RHN RLB RSW RTST SDM SM SPTN STD STZ SWK TWL VD VH VZ WH WZ ZVB ZZS 
8,41,AMRN ARN BKG BN BNZ BR BRD BSKS BZL DA DEI DLD DRH FN FWD GDM GERP GLN GNN GO GW HDB HDG HRL KBD LUT LWC MDB MG MRB MT ODB RL RSN RV SKND SRN SWD VEM WM ZH 
9,35,BDM BF BK BKF BP BSD CO DDN DRP DWE GBG GK HLG HRLW HWD KMA KW LG LTN LTV MTN MTR SBK SDA SK TPSW VHP VL VS VSS WADN WDN WSM ZBM ZWD 
10,27,BDE DLN EDC EDN EGH EGHM EKZ EMNZ HGLG HLGH IJT LDM MES MTH OBD SGN SN STM TG TL UST UTG VDL WAD WFM WS WWW 
11,18,AKL ANA APG CVM ED EMN HGL HGZ HK KMR KTR LP NH NSCH SGL UHZ WK WW 
12,19,AH BV DZ DZW ES ESK GR HB HDRZ HGLO HNP KRD ODZ OP SOG UHM WF WR ZB 
13,16,AHP AHZ BHDV DR ESE EST HDR HMN KMW LEER NM OTB RD VDM VK ZV 
14,11,AHPR DID EEM GBR GND NMGO NMH NML STV WTV ZA 
15,7,DVN HBZM MMLH NMD SDT VP WL 
16,4,CK DTCH RH SDTB 
17,3,BMR DDRS DTC 
18,2,GDR VLB 
19,2,TBG VRY 
20,1,VSV 
21,1,ATN 
