hopcount,size,stations
1,2,BSK WADN 
2,2,APN WAD 
3,3,BDG LDL WADT 
4,3,GD LEDN WD 
5,20,AMF ASD BKL DVNK GDG GV GVC HAD HFD LAA LLZM NWK RTA RTD SHL SSH UT VB VH VTN 
6,37,AC AH AMFS APD ASB ASDL ASDZ ASS BD CPS DB DDR DT DV ED GVMW HIL HLM HT HVL KLP MAS NKK NS NVP RSD RTB RTN SDM UTM UTO UTT UTVR UTZL VST ZL ZTMO 
7,62,AHP AHZ ALM AML APDM APDO ASHD ASN AVAT BGN BHV BLL BNK BNN DDRS DDZD DL DR DTCP DVC DVD EDC EHV EST ETN GVM GZ HD HDE HGV HLMS HN HNO HOR HTO HVSP KPNZ MP MRN NM O OST OVN PMR PT RAI RAT RSW RTZ TB UTLN UTLR VG WF WV YPB ZD ZLSH ZLW ZP ZTM ZV 
8,62,AHPR AKM ALMB ALMO ALMP AMRI ASA BDPB BL BMN BNC BTL DID DLD DMNZ EML GN GP GS HM HMBV HNK HON HR HRN HTN HVS HWZB KBK KPN KRG KZ LC LLS LW NMGO NMH NML NVD OMN OTB PMO RB RLB RS RTST RVS SDTB SPTZ SWK TBR TWL VD VNDW VZ WH WT WTV WZ ZDK ZVB ZVT 
9,55,ARN ASDM BET BN BNZ BRD BZL DA DEI DN DRON DVN FN FWD GERP GNN GO GW HDB HDG HKS HMBH HMH HTNC HVSM HZE KBD LWC MDB MG MMLH MRB NDB NMD ODB OT OW PMW RL RM RSN SDT SKND SPTN STZ SWD TBU VEM VNDC VP WC WL WP ZH ZZS 
10,40,AMPO ASSP BDM BF BKG BP BSMZ CK CL CO DDN DRH DRP DTCH DWE EC EHS GBG GK GND HBZM HLG HRT KW LTN LTV MZ RH RHN SDA SK SM ST STD VHP VS VSS WDN WSM ZWD 
11,26,ALMM BHDV BKF BMR BR BV DLN DMN DTC EMNZ GDM GLN HGLG HLGH HRL IJT LUT MT MTH RV SD SRN STM UST WFM WS 
12,24,APG BK BRN BSD EKZ EMN GDR GR HGL HGZ HK HRLW LG LP MTN MTR NSCH SBK TPSW UHZ VL VLB WK ZBM 
13,24,AKL BDE DZ DZW EDN EGH EGHM ES ESK HGLO HNP LDM MES ODZ SN TBG TG TL UHM UTG VDL VRY WR ZB 
14,13,CAS CVM ESE KMA KMR KMW KTR LEER NH RD SGL VDM VSV 
15,11,AMR ATN EEM GBR HB HLO KRD OP SOG STV WM 
16,4,AMRN HMN VK WW 
17,3,HWD WWW ZA 
18,2,OBD SGN 
19,1,ANA 
20,1,HDRZ 
21,1,HDR 
